FACILITY_ID,FACILITY_NAME,FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr,tierID,FacilityID,UnitID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS_sub,Zip,Num_Empl,FIPS_m,State,mactID
1007077.0,Hamilton Sundstrand - plant 6,17201.0,WINNEBAGO COUNTY,336413.0,2014.0,GP- HS plant 6 units,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,25.0,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3402.0,,,,,,,,,,,,,
1007077.0,Hamilton Sundstrand - plant 6,17201.0,WINNEBAGO COUNTY,336413.0,2013.0,GP- HS plant 6 units,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,25.0,mmBtu/hr,129.6031199,gallons,17.49642119,0.001997308,3403.0,,,,,,,,,,,,,
1001262.0,Merck & Company - West Point,42091.0,Montgomery,325414.0,2017.0,GP-Generators,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,21.4,mmBtu/hr,94.25681447,gallons,12.72466995,0.001452588,3414.0,,,,,,,,,,,,,
1001262.0,Merck & Company - West Point,42091.0,Montgomery,325412.0,2017.0,GP-Generators,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,21.4,mmBtu/hr,94.25681447,gallons,12.72466995,0.001452588,3415.0,,,,,,,,,,,,,
1001262.0,Merck & Company - West Point,42091.0,Montgomery,325414.0,2015.0,GP-Generators,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,26.5,mmBtu/hr,106.0389163,gallons,14.3152537,0.001634161,3416.0,,,,,,,,,,,,,
1001262.0,Merck & Company - West Point,42091.0,Montgomery,325412.0,2015.0,GP-Generators,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,26.5,mmBtu/hr,106.0389163,gallons,14.3152537,0.001634161,3417.0,,,,,,,,,,,,,
1001918.0,BAYER CROPSCIENCE,29095.0,JACKSON COUNTY,325320.0,2010.0,GP-001,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,99.3,mmBtu/hr,153.1673235,gallons,20.67758868,0.002360455,3418.0,,,,,,,,,,,,,
1001918.0,BAYER CROPSCIENCE,29095.0,JACKSON COUNTY,325320.0,2011.0,GP-001,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,99.3,mmBtu/hr,0.0,gallons,0,0,3419.0,,,,,,,,,,,,,
1006487.0,BRADKEN ATCHISON/ST JOSEPH,20005.0,ATCHISON,331513.0,2013.0,GP-PropComb,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,2.0,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3427.0,,,,,,,,,,,,,
1006703.0,International Paper - Columbus Mill,28087.0,LOWNDES,322110.0,2013.0,RMSA Steam Generator,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.5,mmBtu/hr,,,0.0,gallons,0,0,3429.0,,,,,,,,,,,,,
1003726.0,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,50007.0,CHITTENDEN,334413.0,2012.0,GP- IBM Microelectronics - Vermont,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,99.0,mmBtu/hr,212.0778326,gallons,28.6305074,0.003268323,3431.0,,,,,,,,,,,,,
1003726.0,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,50007.0,CHITTENDEN,334413.0,2011.0,GP- IBM Microelectronics - Vermont,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,99.0,mmBtu/hr,176.7315271,gallons,23.85875616,0.002723602,3433.0,,,,,,,,,,,,,
1003726.0,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,50007.0,CHITTENDEN,334413.0,2015.0,GP-GLOBALFOUNDRIES U.S. 2 LLC - Vermont,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,99.0,mmBtu/hr,141.3852217,gallons,19.08700493,0.002178882,3435.0,,,,,,,,,,,,,
1003726.0,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,50007.0,CHITTENDEN,334413.0,2010.0,GP- IBM Microelectronics - Vermont,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,99.0,mmBtu/hr,188.51362890000001,gallons,25.44933991,0.002905176,3437.0,,,,,,,,,,,,,
1003726.0,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,50007.0,CHITTENDEN,334413.0,2013.0,GP- IBM Microelectronics - Vermont,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,99.0,mmBtu/hr,235.64203619999998,gallons,31.81167488,0.00363147,3439.0,,,,,,,,,,,,,
1003726.0,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,50007.0,CHITTENDEN,334413.0,2014.0,GP- IBM Microelectronics - Vermont,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,99.0,mmBtu/hr,164.9494253,gallons,22.26817242,0.002542029,3441.0,,,,,,,,,,,,,
1002632.0,INGREDION INCORPORATED,19113.0,LINN COUNTY,311221.0,2011.0,GP-004-P,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,2.0,mmBtu/hr,0.0,gallons,0,0,3443.0,,,,,,,,,,,,,
1002632.0,INGREDION INCORPORATED,19113.0,LINN COUNTY,311221.0,2014.0,GP-004-P,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,2.0,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3444.0,,,,,,,,,,,,,
1002632.0,INGREDION INCORPORATED,19113.0,LINN COUNTY,311221.0,2013.0,GP-004-P,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,2.0,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3445.0,,,,,,,,,,,,,
1002632.0,INGREDION INCORPORATED,19113.0,LINN COUNTY,311221.0,2012.0,GP-004-P,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,2.0,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3446.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN,331111.0,2016.0,GP-Hot Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,250.0,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3447.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN COUNTY,331110.0,2016.0,GP-Hot Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,250.0,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3449.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN,331111.0,2016.0,GP-Cold Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,106.87,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3450.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN COUNTY,331110.0,2016.0,GP-Cold Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,106.87,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3452.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN,331111.0,2017.0,GP-Cold Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,106.87,mmBtu/hr,0.0,gallons,0,0,3453.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN COUNTY,331110.0,2017.0,GP-Cold Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,106.87,mmBtu/hr,0.0,gallons,0,0,3455.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN,331111.0,2018.0,GP-Cold Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,106.87,mmBtu/hr,0.0,gallons,0,0,3456.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN COUNTY,331110.0,2018.0,GP-Cold Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,106.87,mmBtu/hr,0.0,gallons,0,0,3458.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN,331111.0,2015.0,GP-Cold Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,106.87,mmBtu/hr,58.91050905,gallons,7.952918721,0.000907867,3459.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN COUNTY,331110.0,2015.0,GP-Cold Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,106.87,mmBtu/hr,58.91050905,gallons,7.952918721,0.000907867,3461.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN,331111.0,2015.0,GP-Hot Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,250.0,mmBtu/hr,0.0,gallons,0,0,3462.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN COUNTY,331110.0,2015.0,GP-Hot Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,250.0,mmBtu/hr,0.0,gallons,0,0,3464.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN,331111.0,2017.0,GP-Hot Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,250.0,mmBtu/hr,35.34630543,gallons,4.771751233,0.00054472,3465.0,,,,,,,,,,,,,
1005976.0,NUCOR STEEL DECATUR,1103.0,MORGAN COUNTY,331110.0,2017.0,GP-Hot Mill,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,250.0,mmBtu/hr,35.34630543,gallons,4.771751233,0.00054472,3467.0,,,,,,,,,,,,,
1002266.0,NUCOR STEEL - BERKELEY,45015.0,BERKELEY,331111.0,2013.0,GP-2,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,13.8,mmBtu/hr,0.0,gallons,0,0,3468.0,,,,,,,,,,,,,
1002266.0,NUCOR STEEL - BERKELEY,45015.0,BERKELEY COUNTY,331110.0,2013.0,GP-2,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,13.8,mmBtu/hr,0.0,gallons,0,0,3469.0,,,,,,,,,,,,,
1001863.0,WAUPACA FOUNDRY  INC-PLANTS 2 & 3,55135.0,WAUPACA COUNTY,331511.0,2010.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,237.0,mmBtu/hr,1543.4553369999999,gallons,208.3664705,0.023786127,3471.0,,,,,,,,,,,,,
1001863.0,WAUPACA FOUNDRY  INC-PLANTS 2 & 3,55135.0,WAUPACA COUNTY,331511.0,2017.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,237.0,mmBtu/hr,1696.6226609999999,gallons,229.0440592,0.026146582,3473.0,,,,,,,,,,,,,
1001863.0,WAUPACA FOUNDRY  INC-PLANTS 2 & 3,55135.0,WAUPACA COUNTY,331511.0,2015.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,237.0,mmBtu/hr,1025.0428570000001,gallons,138.3807857,0.015796893,3475.0,,,,,,,,,,,,,
1001863.0,WAUPACA FOUNDRY  INC-PLANTS 2 & 3,55135.0,WAUPACA COUNTY,331511.0,2012.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,237.0,mmBtu/hr,1413.8522169999999,gallons,190.8700493,0.021788818,3477.0,,,,,,,,,,,,,
1004181.0,CARBO Ceramics Inc. - Toomsboro Plant,13319.0,WILKINSON,327999.0,2017.0,GP-Toomsboro,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0,0,3480.0,,,,,,,,,,,,,
1004181.0,CARBO Ceramics Inc. - Toomsboro Plant,13319.0,WILKINSON,327999.0,2016.0,GP-Toomsboro,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,65.0,mmBtu/hr,0.0,gallons,0,0,3482.0,,,,,,,,,,,,,
1002013.0,KIMBERLY-CLARK CORP,55075.0,MARINETTE COUNTY,322121.0,2013.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,100.0,mmBtu/hr,200.29573080000003,gallons,27.03992365,0.003086749,3487.0,,,,,,,,,,,,,
1000351.0,MW/MB  LLC,47125.0,MONTGOMERY COUNTY,327212.0,2013.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,41.12,mmBtu/hr,212.0778326,gallons,28.6305074,0.003268323,3493.0,,,,,,,,,,,,,
1000351.0,MW/MB  LLC,47125.0,MONTGOMERY COUNTY,327212.0,2016.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,41.12,mmBtu/hr,188.51362890000001,gallons,25.44933991,0.002905176,3494.0,,,,,,,,,,,,,
1007741.0,TESORO ALASKA PETROLEUM CO,2122.0,KENAI PENINSULA,324110.0,2014.0,GP-6 C3 AMP,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,165.0,mmBtu/hr,0.0,gallons,0,0,3495.0,,,,,,,,,,,,,
1007741.0,TESORO ALASKA PETROLEUM CO,2122.0,KENAI PENINSULA,324110.0,2012.0,GP-6 C3 AMP,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,165.0,mmBtu/hr,0.0,gallons,0,0,3496.0,,,,,,,,,,,,,
1007741.0,TESORO ALASKA PETROLEUM CO,2122.0,KENAI PENINSULA,324110.0,2013.0,GP-6 C3 AMP,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,165.0,mmBtu/hr,0.0,gallons,0,0,3497.0,,,,,,,,,,,,,
1002102.0,TEXAS LEHIGH CEMENT COMPANY LP,48209.0,HAYS,327310.0,2013.0,LAB,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.098,mmBtu/hr,,,0.0,gallons,0,0,3501.0,,,,,,,,,,,,,
1002725.0,Port Inland Plant,26153.0,SCHOOLCRAFT,327410.0,2018.0,GP-01,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,186.3,mmBtu/hr,541.9766832,gallons,73.16685223,0.00835238,3503.0,,,,,,,,,,,,,
1002576.0,ANHEUSER BUSCH BALDWINSVILLE BREWERY,36067.0,ONONDAGA COUNTY,312120.0,2014.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,120.0,mmBtu/hr,318.1167488,gallons,42.94576109,0.004902484,3504.0,,,,,,,,,,,,,
1002576.0,ANHEUSER BUSCH BALDWINSVILLE BREWERY,36067.0,ONONDAGA COUNTY,312120.0,2011.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,120.0,mmBtu/hr,518.4124796,gallons,69.98568475,0.007989233,3506.0,,,,,,,,,,,,,
1002576.0,ANHEUSER BUSCH BALDWINSVILLE BREWERY,36067.0,ONONDAGA COUNTY,312120.0,2018.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,120.0,mmBtu/hr,318.1167488,gallons,42.94576109,0.004902484,3508.0,,,,,,,,,,,,,
1002576.0,ANHEUSER BUSCH BALDWINSVILLE BREWERY,36067.0,ONONDAGA COUNTY,312120.0,2016.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,120.0,mmBtu/hr,235.64203619999998,gallons,31.81167488,0.00363147,3510.0,,,,,,,,,,,,,
1002576.0,ANHEUSER BUSCH BALDWINSVILLE BREWERY,36067.0,ONONDAGA COUNTY,312120.0,2017.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,120.0,mmBtu/hr,435.9377669,gallons,58.85159854,0.006718219,3512.0,,,,,,,,,,,,,
1002576.0,ANHEUSER BUSCH BALDWINSVILLE BREWERY,36067.0,ONONDAGA COUNTY,312120.0,2010.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,120.0,mmBtu/hr,530.1945814,gallons,71.57626849,0.008170807,3514.0,,,,,,,,,,,,,
1002576.0,ANHEUSER BUSCH BALDWINSVILLE BREWERY,36067.0,ONONDAGA COUNTY,312120.0,2012.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,120.0,mmBtu/hr,129.6031199,gallons,17.49642119,0.001997308,3516.0,,,,,,,,,,,,,
1002576.0,ANHEUSER BUSCH BALDWINSVILLE BREWERY,36067.0,ONONDAGA COUNTY,312120.0,2015.0,GP-1,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,120.0,mmBtu/hr,306.334647,gallons,41.35517735,0.004720911,3518.0,,,,,,,,,,,,,
1002115.0,MAGNESITA REFRACTORIES/YORK,42133.0,YORK COUNTY,327120.0,2013.0,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,25.7,mmBtu/hr,0.0,gallons,0,0,3520.0,,,,,,,,,,,,,
1002115.0,MAGNESITA REFRACTORIES/YORK,42133.0,YORK COUNTY,327125.0,2013.0,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,25.7,mmBtu/hr,0.0,gallons,0,0,3521.0,,,,,,,,,,,,,
1000640.0,Boeing Commercial Airplanes - Everett,53061.0,SNOHOMISH COUNTY,336411.0,2013.0,GP-Everett,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,157.0,mmBtu/hr,600.8871922999999,gallons,81.11977096,0.009260248,3523.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311224.0,2015.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3525.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311222.0,2015.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3526.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311224.0,2014.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3527.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311222.0,2014.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3528.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311224.0,2013.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3529.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311222.0,2013.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3530.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311224.0,2017.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3531.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311222.0,2017.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3532.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311224.0,2012.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3533.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311222.0,2012.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3534.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311224.0,2016.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3535.0,,,,,,,,,,,,,
1010610.0,ADM Deerfield,29217.0,VERNON,311222.0,2016.0,Flash Tester,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.002388,mmBtu/hr,,,0.0,gallons,0,0,3536.0,,,,,,,,,,,,,
1002020.0,Elanco Clinton Laboratories,18165.0,VERMILLION,325411.0,2017.0,Raws Lab,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.1,mmBtu/hr,,,0.0,gallons,0,0,3537.0,,,,,,,,,,,,,
1002020.0,ELI LILLY AND COMPANY-CLINTON LABS,18165.0,VERMILLION,325411.0,2011.0,GP-2 C45 CEMs Analyzers,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.1,mmBtu/hr,,,0.0,gallons,0,0,3539.0,,,,,,,,,,,,,
1002020.0,Elanco Clinton Laboratories,18165.0,VERMILLION,325411.0,2015.0,Raws Lab,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.1,mmBtu/hr,,,0.0,gallons,0,0,3541.0,,,,,,,,,,,,,
1002020.0,Elanco Clinton Laboratories,18165.0,VERMILLION,325411.0,2016.0,Raws Lab,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.1,mmBtu/hr,,,0.0,gallons,0,0,3543.0,,,,,,,,,,,,,
1002020.0,Elanco Clinton Laboratories,18165.0,VERMILLION,325411.0,2014.0,Raws Lab,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.1,mmBtu/hr,,,0.0,gallons,0,0,3545.0,,,,,,,,,,,,,
1002020.0,Elanco Clinton Laboratories,18165.0,VERMILLION,325411.0,2018.0,Raws Lab,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.1,mmBtu/hr,,,0.0,gallons,0,0,3547.0,,,,,,,,,,,,,
1002924.0,GUARDIAN INDUSTRIES LLC - RICHBURG,45023.0,CHESTER,327211.0,2018.0,GP-Propane Vaporizers,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,2.0,mmBtu/hr,0.0,gallons,0,0,3549.0,,,,,,,,,,,,,
1011500.0,CARBO Ceramics Inc. - Millen Plant,13165.0,JENKINS COUNTY,327999.0,2016.0,GP-Millen,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,65.0,mmBtu/hr,0.0,gallons,0,0,3551.0,,,,,,,,,,,,,
1011500.0,CARBO Ceramics Inc. - Millen Plant,13165.0,JENKINS COUNTY,327999.0,2017.0,GP-Millen,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0,0,3553.0,,,,,,,,,,,,,
1000376.0,ADM QUINCY,17001.0,ADAMS COUNTY,311224.0,2017.0,GP-3,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.03,mmBtu/hr,0.0,gallons,0,0,3559.0,,,,,,,,,,,,,
1000376.0,ADM QUINCY,17001.0,ADAMS COUNTY,311222.0,2017.0,GP-3,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.03,mmBtu/hr,0.0,gallons,0,0,3560.0,,,,,,,,,,,,,
1000376.0,ADM QUINCY,17001.0,ADAMS COUNTY,311224.0,2018.0,GP-3,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.03,mmBtu/hr,0.0,gallons,0,0,3562.0,,,,,,,,,,,,,
1000376.0,ADM QUINCY,17001.0,ADAMS COUNTY,311222.0,2018.0,GP-3,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.03,mmBtu/hr,0.0,gallons,0,0,3563.0,,,,,,,,,,,,,
1000376.0,ADM QUINCY,17001.0,ADAMS COUNTY,311224.0,2016.0,GP-3,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.03,mmBtu/hr,0.0,gallons,0,0,3565.0,,,,,,,,,,,,,
1000376.0,ADM QUINCY,17001.0,ADAMS COUNTY,311222.0,2016.0,GP-3,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.03,mmBtu/hr,0.0,gallons,0,0,3566.0,,,,,,,,,,,,,
1003086.0,BUSCH AGRICULTURAL RESOURCES - MOORHEAD,27027.0,CLAY,311213.0,2010.0,GP-All Fuel Sources,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,25.0,mmBtu/hr,47.12840724,gallons,6.362334977,0.000726294,3569.0,,,,,,,,,,,,,
1003086.0,BUSCH AGRICULTURAL RESOURCES - MOORHEAD,27027.0,CLAY,311213.0,2012.0,GP-All Fuel Sources,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,25.0,mmBtu/hr,164.9494253,gallons,22.26817242,0.002542029,3570.0,,,,,,,,,,,,,
1003086.0,BUSCH AGRICULTURAL RESOURCES - MOORHEAD,27027.0,CLAY,311213.0,2011.0,GP-All Fuel Sources,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,25.0,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3571.0,,,,,,,,,,,,,
1002920.0,GRAYMONT WESTERN US INC,53053.0,PIERCE COUNTY,327410.0,2013.0,GP-02,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.025,mmBtu/hr,0.0,gallons,0,0,3577.0,,,,,,,,,,,,,
1002920.0,GRAYMONT WESTERN US INC,53053.0,PIERCE COUNTY,327410.0,2014.0,GP-02,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.025,mmBtu/hr,0.0,gallons,0,0,3579.0,,,,,,,,,,,,,
1002920.0,GRAYMONT WESTERN US INC,53053.0,PIERCE COUNTY,327410.0,2015.0,GP-02,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.025,mmBtu/hr,0.0,gallons,0,0,3581.0,,,,,,,,,,,,,
1002920.0,GRAYMONT WESTERN US INC,53053.0,PIERCE COUNTY,327410.0,2016.0,GP-02,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,0.025,mmBtu/hr,0.0,gallons,0,0,3583.0,,,,,,,,,,,,,
1009872.0,Samsung Austin Semiconductor,48453.0,TRAVIS,334413.0,2013.0,GP-Site-Wide Natural Gas,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,53.07,mmBtu/hr,11.78210181,gallons,1.590583744,0.000181573,3589.0,,,,,,,,,,,,,
1004334.0,CARBO Ceramics Inc. - Eufaula Plant,1005.0,BARBOUR COUNTY,327999.0,2017.0,GP-Eufaula,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),,,39.0,mmBtu/hr,35.34630543,gallons,4.771751233,0.00054472,3593.0,,,,,,,,,,,,,
1002871.0,Little Rapids - Shawano Paper Mill,55115.0,SHAWANO COUNTY,322121.0,2016.0,P32,OB (Boiler  other),Propane,Tier 1 (Equation C-1),15.0,mmBtu/hr,,,0.0,gallons,0,0,3595.0,,,,,,,,,,,,,
1002871.0,Little Rapids - Shawano Paper Mill,55115.0,SHAWANO COUNTY,322121.0,2016.0,P30,OB (Boiler  other),Propane,Tier 1 (Equation C-1),10.0,mmBtu/hr,,,0.0,gallons,0,0,3596.0,,,,,,,,,,,,,
1002871.0,Little Rapids - Shawano Paper Mill,55115.0,SHAWANO COUNTY,322121.0,2016.0,P31,OB (Boiler  other),Propane,Tier 1 (Equation C-1),5.1080000000000005,mmBtu/hr,,,0.0,gallons,0,0,3597.0,,,,,,,,,,,,,
1002057.0,MILLERCOORS LLC,13095.0,DOUGHERTY,312120.0,2015.0,Propane Light Off Fuel,OB (Boiler  other),Propane,Tier 1 (Equation C-1),116.0,mmBtu/hr,,,0.013000000000000001,gallons,0.001755,2.00342E-07,3638.0,,,,,,,,,,,,,
