,FACILITY_ID,FACILITY_NAME_1,FIPS_1,COUNTY,NAICS_1,REPORTING_YEAR,UNIT_NAME_1,UNIT_TYPE,FUEL_TYPE_1,TIER,Capacity_1 (mmBtu/hr),FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr
271,1000418.0,,18089.0,,331110.0,2018.0,GW-B09,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),410.0,0.0,.,na,na
272,1000418.0,,18089.0,,331110.0,2012.0,GW-B09,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),410.0,0.0,.,na,na
273,1000418.0,,18089.0,,331110.0,2018.0,GW-B13,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),710.0,0.0,.,na,na
274,1000418.0,,18089.0,,331110.0,2014.0,GW-CASPUCFER3,OCS (Other combustion source),Coke Oven Gas,Tier 1 (Equation C-1),40.0,0.0,scf,0,0
275,1000418.0,,18089.0,,331111.0,2018.0,GW-B06,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),500.0,0.0,.,na,na
276,1000418.0,,18089.0,,331111.0,2018.0,GW-B06,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),500.0,0.0,.,na,na
277,1000418.0,,18089.0,,331111.0,2018.0,GW-B09,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),410.0,0.0,.,na,na
278,1000418.0,,18089.0,,331111.0,2018.0,GW-B09,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),410.0,0.0,.,na,na
279,1000418.0,,18089.0,,331111.0,2012.0,GW-B09,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),410.0,0.0,.,na,na
280,1000418.0,,18089.0,,331111.0,2018.0,GW-B13,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),710.0,0.0,.,na,na
281,1000418.0,,18089.0,,331111.0,2014.0,GW-CASPUCFER3,OCS (Other combustion source),Coke Oven Gas,Tier 1 (Equation C-1),40.0,0.0,scf,0,0
282,1000426.0,,45019.0,,322121.0,2018.0,Main Boiler/B001,S (Stoker Boiler),Bituminous,TIER 4,1337.0,0.0,.,4418181.818181818,504.3586550435866
283,1000426.0,,45019.0,,322121.0,2018.0,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,TIER 4,1337.0,0.0,.,13333.33333333333,1.5220700152207
284,1000426.0,,45019.0,,322121.0,2015.0,Main Boiler/B001,S (Stoker Boiler),Subbituminous,TIER 4,1337.0,0.0,.,5040909.090909091,575.4462432544624
285,1000426.0,,45019.0,,322121.0,2018.0,Main Boiler/B001,S (Stoker Boiler),Wood and Wood Residuals (dry basis),TIER 4,1337.0,0.0,.,4138888.888888889,472.4759005580924
286,1000428.0,,41071.0,,322122.0,2014.0,B10,S (Stoker Boiler),Tires,Tier 1 (Equation C-1),291.0,10.0,tons,280,0.0319634703196347
287,1000434.0,,28149.0,,322121.0,2011.0,PB1 (AA006),OB (Boiler  other),Tires,Tier 3 (Equation C-3  solid fuel),870.0,0.0,.,na,na
288,1000452.0,,45015.0,,325110.0,2012.0,AB-350A Boiler,OB (Boiler  other),Biogas (Captured methane),Tier 1 (Equation C-1),390.0,0.0,scf,0,0
289,1000452.0,,45015.0,,325110.0,2018.0,AB-350A Boiler,OB (Boiler  other),Other Biomass Gases,Tier 1 (Equation C-1),390.0,0.0,scf,0,0
290,1000452.0,,45015.0,,325110.0,2016.0,AB-350B Boiler,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),390.0,0.0,gallons,0,0
291,1000480.0,,45031.0,,313311.0,2015.0,GP-01,OCS (Other combustion source),Bituminous,Tier 2 (Equation C-2a),181.0,843.0,tons,22133.808,2.526690410958904
292,1000553.0,,24005.0,,331111.0,2011.0,Pennwood Boiler #1,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),723.0,0.0,.,na,na
293,1000553.0,,24005.0,,331111.0,2011.0,Pennwood Boiler #1,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),723.0,0.0,.,na,na
294,1000553.0,,24005.0,,331111.0,2011.0,Pennwood Boiler #3,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),812.0,0.0,.,na,na
295,1000553.0,,24005.0,,331111.0,2011.0,Pennwood Boiler #3,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),812.0,0.0,.,na,na
296,1000553.0,,24005.0,,331111.0,2011.0,Pennwood Boiler #4,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),1085.0,0.0,.,na,na
297,1000553.0,,24005.0,,331111.0,2011.0,Pennwood Boiler #4,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),1085.0,0.0,.,na,na
298,1000588.0,,18089.0,,331110.0,2018.0,SRC_IH3_BFG Stoves_S1A,OCS (Other combustion source),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),441.0,18024920370.0,scf,1701552.482928,194.2411510191781
299,1000588.0,,18089.0,,331110.0,2016.0,SRC_IH4_BFG Stoves_S1C,OCS (Other combustion source),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),486.0,26786336025.0,scf,2684044.44237705,306.3977673946404
300,1000588.0,,18089.0,,331110.0,2018.0,SRC_UTL_Boiler 6_S8E,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),454.0,17525463487.0,scf,1726345.780786935,197.0714361628921
301,1000588.0,,18089.0,,331110.0,2018.0,SRC_UTL_Boiler 8_S8G,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),1090.0,38478213279.0,scf,3787141.185559017,432.3220531460065
302,1000588.0,,18089.0,,331111.0,2018.0,SRC_IH3_BFG Stoves_S1A,OCS (Other combustion source),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),441.0,18024920370.0,scf,1701552.482928,194.2411510191781
303,1000588.0,,18089.0,,331111.0,2016.0,SRC_IH4_BFG Stoves_S1C,OCS (Other combustion source),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),486.0,26786336025.0,scf,2684044.44237705,306.3977673946404
304,1000588.0,,18089.0,,331111.0,2018.0,SRC_UTL_Boiler 6_S8E,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),454.0,17525463487.0,scf,1726345.780786935,197.0714361628921
305,1000588.0,,18089.0,,331111.0,2018.0,SRC_UTL_Boiler 8_S8G,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),1090.0,38478213279.0,scf,3787141.185559017,432.3220531460065
306,1000589.0,,55009.0,,322121.0,2010.0,B25,S (Stoker Boiler),Bituminous,Tier 3 (Equation C-3  solid fuel),200.0,0.0,.,na,na
307,1000589.0,,55009.0,,322121.0,2010.0,B26,S (Stoker Boiler),Bituminous,Tier 3 (Equation C-3  solid fuel),350.0,0.0,.,na,na
308,1000589.0,,55009.0,,322121.0,2010.0,B26,S (Stoker Boiler),Petroleum Coke,Tier 3 (Equation C-3  solid fuel),350.0,0.0,.,na,na
309,1000589.0,,55009.0,,322121.0,2010.0,B28,S (Stoker Boiler),Bituminous,Tier 3 (Equation C-3  solid fuel),235.0,0.0,.,na,na
310,1000589.0,,55009.0,,322121.0,2017.0,B29,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,TIER 4,486.0,0.0,.,0,0
311,1000589.0,,55009.0,,322121.0,2017.0,B29,CFB (Boiler  circulating fluidized bed),Petroleum Coke,TIER 4,486.0,0.0,.,0,0
312,1000593.0,,23007.0,,322121.0,2010.0,Biomass Boiler,S (Stoker Boiler),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),480.0,0.0,.,na,na
313,1000593.0,,23007.0,,322121.0,2018.0,Power Boiler 2,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),680.0,0.0,.,na,na
314,1000603.0,,22121.0,,325180.0,2018.0,GP-Dryers/miscellaneous sources,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1b  natural gas billing in mmBtu),10.0,0.0,scf,0,0
315,1000603.0,,22121.0,,325182.0,2018.0,GP-Dryers/miscellaneous sources,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1b  natural gas billing in mmBtu),10.0,0.0,scf,0,0
316,1000604.0,,48227.0,,325180.0,2018.0,GP-Dryers/miscellaneous sources,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1b  natural gas billing in mmBtu),70.0,0.0,scf,0,0
317,1000604.0,,48227.0,,325182.0,2018.0,GP-Dryers/miscellaneous sources,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1b  natural gas billing in mmBtu),70.0,0.0,scf,0,0
318,1000607.0,,53021.0,,311411.0,2012.0,GP- Combustion Equipment,OCS (Other combustion source),Fuel Gas,Tier 1 (Equation C-1),87.2,0.0,scf,0,0
319,1000609.0,,41059.0,,311411.0,2018.0,GP-Combustion Equipment,OCS (Other combustion source),Propane Gas,Tier 1 (Equation C-1),70.3,27117.90866688361,scf,68.3371298405467,0.007801042219240491
320,1000613.0,,53025.0,,311411.0,2012.0,GP- Combustion Equipment,OCS (Other combustion source),Fuel Gas,Tier 1 (Equation C-1),60.0,0.0,scf,0,0
321,1000622.0,,45023.0,,327212.0,2012.0,GP-NGT1,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),4.5,0.0,gallons,0,0
322,1000637.0,,29189.0,,336411.0,2015.0,GP-#2FO-STL,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),85.0,382.1101888212195,gallons,52.73120605732829,0.006019544070471266
323,1000639.0,,53033.0,,336413.0,2017.0,GP-Auburn,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),150.0,284.13321732859913,gallons,39.21038399134667,0.00447607123188889
324,1000640.0,,53061.0,,336411.0,2013.0,GP-Everett,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),157.0,600.8871922662282,gallons,81.11977095594084,0.009260247826020643
325,1000855.0,,31037.0,,311611.0,2017.0,1000 Hp Boiler - Temporary,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),40.0,17681000.0,scf,18971.713,2.165720662100457
326,1000855.0,,31037.0,,311611.0,2018.0,1200 hp Boiler #2--#799501,OB (Boiler  other),Other Biomass Gases,Tier 2 (Equation C-2a),52.0,170263000.0,scf,125313.568,14.30520182648402
327,1000855.0,,31037.0,,311611.0,2018.0,1200 hp Boiler #3--12297,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),52.0,20900000.0,scf,22216.7,2.53615296803653
328,1000855.0,,31037.0,,311611.0,2018.0,2000 hp Boiler #13--#19848,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),83.0,354834000.0,scf,377188.5420000001,43.05805273972604
329,1000855.0,,31037.0,,311611.0,2018.0,900 hp Boiler #1--#4682,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),32.5,42725000.0,scf,31445.6,3.589680365296803
330,1000855.0,,31037.0,,311611.0,2018.0,900 hp Boiler #1--#4682,OB (Boiler  other),Other Biomass Gases,Tier 2 (Equation C-2a),32.5,13255000.0,scf,9755.68,1.113662100456621
331,1000855.0,,31037.0,,311611.0,2015.0,HVAC Units,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),12.66,152570000.0,scf,16202.934,1.84965
332,1000869.0,,42045.0,,322121.0,2018.0,Boiler 10,CFB (Boiler  circulating fluidized bed),Anthracite,TIER 4,799.0,0.0,.,927272.7272727273,105.8530510585305
333,1000869.0,,42045.0,,322121.0,2012.0,Boiler 10,CFB (Boiler  circulating fluidized bed),Bituminous,TIER 4,799.0,0.0,.,0,0
334,1000869.0,,42045.0,,322121.0,2012.0,Boiler 10,CFB (Boiler  circulating fluidized bed),Coke,TIER 4,799.0,0.0,.,30000,3.424657534246575
335,1000869.0,,42045.0,,322121.0,2018.0,Boiler 10,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),TIER 4,799.0,0.0,.,2700000,308.2191780821918
336,1000869.0,,42045.0,,322121.0,2018.0,Boiler 10,CFB (Boiler  circulating fluidized bed),Petroleum Coke,TIER 4,799.0,0.0,.,883333.3333333334,100.8371385083714
337,1000869.0,,42045.0,,322121.0,2012.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),249.0,0.0,gallons,0,0
338,1000869.0,,42045.0,,322121.0,2018.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),249.0,586612781.0,scf,608826.01047,69.50068612671232
339,1000961.0,,21091.0,,322121.0,2014.0,BFB Boiler,BFB (Boiler  bubbling fluidized bed),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1050.0,721213000.0,scf,725454.9678999999,82.8144940525114
340,1000961.0,,21091.0,,322121.0,2016.0,BFB Boiler,BFB (Boiler  bubbling fluidized bed),Wood and Wood Residuals (dry basis),Tier 2 (Equation C-2a),1050.0,188886.0,tons,3143306.766419328,358.8249733355397
341,1001068.0,,25009.0,,325992.0,2018.0,GP-3combustionboilersand2phosphatedryers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),92.7,0.0,gallons,0,0
342,1001068.0,,25009.0,,325998.0,2018.0,GP-3combustionboilersand2phosphatedryers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),92.7,0.0,gallons,0,0
343,1001069.0,,40031.0,,322130.0,2018.0,STK002,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1b  natural gas billing in mmBtu),188.0,0.0,scf,0,0
344,1001071.0,,55021.0,,325193.0,2018.0,GP-Ethanol Production,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),92.0,490.0,gallons,67.62,0.007719178082191781
345,1001071.0,,55021.0,,325193.0,2013.0,GP-Ethanol Production,OCS (Other combustion source),Used Oil,Tier 1 (Equation C-1),50.0,78.33920877399137,gallons,10.81081081081081,0.001234110823151919
346,1001071.0,,55021.0,,325193.0,2018.0,GP-Ethanol Production,OCS (Other combustion source),Used Oil,Tier 1 (Equation C-1),92.0,25.0,gallons,3.45,0.0003938356164383562
347,1001073.0,,37067.0,,312221.0,2012.0,GP-WP Boilers 1  2  5  6,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),140.0,0.0,gallons,0,0
348,1001073.0,,37067.0,,312229.0,2012.0,GP-WP Boilers 1  2  5  6,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),140.0,0.0,gallons,0,0
349,1001073.0,,37067.0,,312230.0,2012.0,GP-WP Boilers 1  2  5  6,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),140.0,0.0,gallons,0,0
350,1001143.0,,27151.0,,325193.0,2018.0,Boiler #1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),60.0,38432.0,scf,39.58496,0.004518831050228311
351,1001143.0,,27151.0,,325193.0,2015.0,Boiler #3,OB (Boiler  other),Liquefied petroleum gases (LPG),TIER 4,99.0,0.0,.,13333.33333333333,1.5220700152207
352,1001143.0,,27151.0,,325193.0,2015.0,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),TIER 4,99.0,0.0,.,280000,31.96347031963471
353,1001154.0,,16029.0,,325312.0,2016.0,GP-Total,OCS (Other combustion source),Distillate Fuel Oil No. 1,Tier 1 (Equation C-1),213.8,1088.0,gallons,151.232,0.01726392694063927
354,1001155.0,,18097.0,,325192.0,2018.0,GP-1,OCS (Other combustion source),Landfill Gas,Tier 2 (Equation C-2a),91.8,170389000.0,scf,91627.74421950425,10.45978815291144
355,1001155.0,,18097.0,,325199.0,2018.0,GP-1,OCS (Other combustion source),Landfill Gas,Tier 2 (Equation C-2a),91.8,170389000.0,scf,91627.74421950425,10.45978815291144
356,1001200.0,,25009.0,,336412.0,2018.0,EU99-3,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),382.8,0.0,.,na,na
357,1001261.0,,42101.0,,324110.0,2017.0,1232 CO Boiler,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),580.0,0.0,.,na,na
358,1001261.0,,42101.0,,324110.0,2018.0,3 Boiler House #39 Boiler,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),495.0,0.0,.,na,na
359,1001261.0,,42101.0,,324110.0,2017.0,3 Boiler House #40 Boiler,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),660.0,0.0,.,na,na
360,1001261.0,,42101.0,,324110.0,2018.0,45 Boiler,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),350.0,0.0,.,na,na
361,1001261.0,,42101.0,,324110.0,2013.0,860 2H-9 Boiler,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),165.0,0.0,.,na,na
362,1001261.0,,42101.0,,324110.0,2013.0,867  In-Line Heater,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),15.0,0.0,.,na,na
363,1001262.0,,42091.0,,325412.0,2012.0,GP-Generators,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),26.5,176.13944607667,gallons,16.20482903905364,0.001849866328659091
364,1001262.0,,42091.0,,325412.0,2017.0,GP-Generators,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),21.4,94.25681447313387,gallons,12.72466995387307,0.001452587894277748
365,1001262.0,,42091.0,,325412.0,2015.0,GP-Generators,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),26.5,106.0389162822756,gallons,14.31525369810721,0.001634161381062466
366,1001262.0,,42091.0,,325414.0,2012.0,GP-Generators,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),26.5,176.13944607667,gallons,16.20482903905364,0.001849866328659091
367,1001262.0,,42091.0,,325414.0,2017.0,GP-Generators,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),21.4,94.25681447313387,gallons,12.72466995387307,0.001452587894277748
368,1001262.0,,42091.0,,325414.0,2015.0,GP-Generators,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),26.5,106.0389162822756,gallons,14.31525369810721,0.001634161381062466
369,1001281.0,,9003.0,,336412.0,2018.0,Boiler #6,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),172.0,0.0,gallons,0,0
370,1001281.0,,9003.0,,336412.0,2018.0,Boiler #6,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),172.0,215032079.0,scf,220902.010636702,25.21712450190662
371,1001281.0,,9003.0,,336412.0,2018.0,Boiler #8,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),194.0,82873712.0,scf,85090.974785,9.713581596461188
372,1001281.0,,9003.0,,336412.0,2017.0,Boiler #9,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),194.0,39653.0,gallons,40.7093781506679,0.004647189286605925
373,1001281.0,,9003.0,,336412.0,2016.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),0.25,209900.0,scf,215.54182,0.02460523059360731
374,1001293.0,,19111.0,,311221.0,2012.0,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Agricultural Byproducts,TIER 4,996.0,0.0,.,0,0
375,1001293.0,,19111.0,,311221.0,2018.0,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Bituminous,TIER 4,996.0,0.0,.,664545.4545454546,75.86135325861353
376,1001293.0,,19111.0,,311221.0,2018.0,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Coal Coke,TIER 4,996.0,0.0,.,1965454.545454546,224.3669572436696
377,1001293.0,,19111.0,,311221.0,2012.0,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Coke,TIER 4,996.0,0.0,.,27800,3.173515981735159
378,1001293.0,,19111.0,,311221.0,2018.0,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),TIER 4,996.0,0.0,.,50000,5.707762557077626
379,1001293.0,,19111.0,,311221.0,2016.0,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Subbituminous,TIER 4,996.0,0.0,.,0,0
380,1001293.0,,19111.0,,311221.0,2015.0,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Tires,TIER 4,996.0,0.0,.,0,0
381,1001293.0,,19111.0,,311221.0,2015.0,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Wood and Wood Residuals (dry basis),TIER 4,996.0,0.0,.,0,0
382,1001321.0,,34015.0,,324110.0,2016.0,34201,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),350.0,0.0,scf,0,0
383,1001563.0,,54009.0,,324199.0,2018.0,Battery No. 8 Underfire,OCS (Other combustion source),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),477.79,0.0,.,na,na
384,1001563.0,,54009.0,,331111.0,2018.0,Battery No. 8 Underfire,OCS (Other combustion source),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),477.79,0.0,.,na,na
385,1001631.0,,29163.0,,325199.0,2012.0,GP-MCW,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),184.0,0.0,gallons,0,0
386,1001631.0,,29163.0,,325199.0,2012.0,GP-MCW,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),184.0,0.0,scf,0,0
387,1001663.0,,26101.0,,311942.0,2018.0,Back-Up Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1b  natural gas billing in mmBtu),16.0,0.0,scf,0,0
388,1001663.0,,26101.0,,311942.0,2018.0,No. 6 Boiler,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2a),240.0,44308.0,tons,1018463.688,116.2629780821918
389,1001678.0,,29021.0,,325193.0,2015.0,GP-RTO/Dryers/Boilers,OCS (Other combustion source),Other Biomass Gases,Tier 1 (Equation C-1),99.0,105887.0,scf,69.355985,0.007917349885844749
390,1001697.0,,9011.0,,322130.0,2012.0,EU-1,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),108.0,0.0,gallons,0,0
391,1001697.0,,9011.0,,322130.0,2015.0,EU-2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),170.11,12808.3612982555,scf,13.19261213720316,0.001506005951735521
392,1001707.0,,42019.0,,325192.0,2014.0,GP-Boilers Proc Heaters,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),202.0,1546235100.0,scf,1607314.4789202,183.483388004589
393,1001707.0,,42019.0,,325199.0,2014.0,GP-Boilers Proc Heaters,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),202.0,1546235100.0,scf,1607314.4789202,183.483388004589
394,1001708.0,,26105.0,,325180.0,2018.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,684407468.0,scf,726156.323548,82.8945574826484
395,1001708.0,,26105.0,,325188.0,2018.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,684407468.0,scf,726156.323548,82.8945574826484
396,1001712.0,,48201.0,,325211.0,2016.0,GP-BOILERS DRYERS VAPORIZER  CAT OXID,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),95.0,747639.0,scf,772.311087,0.08816336609589041
397,1001717.0,,17119.0,,332992.0,2018.0,Boiler Fuel Use,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),32.66,0.0,gallons,0,0
398,1001726.0,,21111.0,,312140.0,2015.0,GP-1,OCS (Other combustion source),Bituminous,Tier 2 (Equation C-2a),90.0,15833.0,tons,436314.633,49.80760650684931
399,1001732.0,,17161.0,,333111.0,2010.0,GP-Powerhouse Boilers,OCS (Other combustion source),Agricultural Byproducts,Tier 1 (Equation C-1),186.0,20.00200020002,tons,165.016501650165,0.018837500188375
400,1001732.0,,17161.0,,333111.0,2015.0,GP-Powerhouse Boilers,OCS (Other combustion source),Bituminous,Tier 2 (Equation C-2a),186.0,5226.61,tons,110262.2749884,12.58701769273973
401,1001733.0,,22069.0,,322121.0,2018.0,Hogged Fuel Boiler 2 (1002-09-09),S (Stoker Boiler),Solid Byproducts,Tier 1 (Equation C-1),940.0,0.0,tons,0,0
402,1001739.0,,56003.0,,311313.0,2018.0,GP-Erie Union CB Dryer,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),150.0,755000000.0,scf,818419.9999999999,93.42694063926939
403,1001739.0,,56003.0,,311313.0,2018.0,GP-Office Sp Heaters,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),0.45,2139622.64,scf,2319.35094176,0.2647660892420091
404,1001739.0,,56003.0,,311313.0,2017.0,GP-Office Sp Heaters,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),0.5,4223.0,scf,4.332798,0.0004946116438356165
405,1001762.0,,55087.0,,322121.0,2017.0,Boiler B23,S (Stoker Boiler),Bituminous,TIER 4,341.3,0.0,.,362727.2727272728,41.40722291407224
406,1001762.0,,55087.0,,322121.0,2017.0,Boiler B23,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),TIER 4,341.3,0.0,.,0,0
407,1001762.0,,55087.0,,322121.0,2017.0,Boiler B23,S (Stoker Boiler),Wood and Wood Residuals (dry basis),TIER 4,341.3,0.0,.,63888.88888888889,7.293252156265855
408,1001771.0,,37147.0,,325412.0,2010.0,GP- DPI NO. 2 FUEL,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),73.0,58.78618289557222,gallons,8.112493239588966,0.0009260837031494254
409,1001771.0,,37147.0,,325412.0,2010.0,GP- DPI NO. 6 FUEL,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),70.6,97.64758100310699,gallons,14.64713715046605,0.001672047619916216
410,1001780.0,,45083.0,,325211.0,2018.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),188.0,9.797697149262039,gallons,1.352082206598161,0.0001543472838582376
411,1001781.0,,48469.0,,325199.0,2015.0,Boiler 3-CEMS,OB (Boiler  other),Natural Gas (Weighted U.S. Average),TIER 4,560.0,0.0,.,0,0
412,1001781.0,,48469.0,,325199.0,2016.0,Boiler 7,OB (Boiler  other),Used Oil,Tier 3 (Equation C-4  liquid fuel),540.0,0.0,.,na,na
413,1001783.0,,30111.0,,311313.0,2018.0,GP-CoalBoilers,OCS (Other combustion source),Subbituminous,Tier 2 (Equation C-2a),148.0,71365.14,tons,1263162.978,144.1966869863014
