FacilityID,CombustorID_common,Date,Fuel_Number,Fuel,Fuel_Other,Fuel_Rate,Fuel_Rate_Unit,Fuel_Rate_Unit_Other,SourceTab,In Waste Inventory? Opt 4,Test Burning Waste? Opt 4
ARDomtarIndustries,PB1,8/26/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/26/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/26/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,226.2955993,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/27/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/27/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/27/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,251.1305056,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/28/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,5.971216282,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/28/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0.313497764,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/28/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,40.3607414,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/29/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,20.01336611,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/29/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0.769937931,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/29/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,19.09875461,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/30/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,18.66055849,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/30/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,1.055755704,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/30/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,76.63613621,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/31/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,22.35585652,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/31/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,1.640447443,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,8/31/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,96.19950038,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/1/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,23.24283547,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/1/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,1.173994735,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/1/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,106.2128643,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/10/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/10/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/10/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,210.5364937,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/2/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,21.02093317,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/2/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,1.134932557,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/2/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,145.3046525,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/3/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,23.8285278,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/3/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,1.087863998,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/3/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,188.2067305,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/4/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,19.26417617,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/4/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0.815477073,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/4/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,194.6565625,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/5/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,3.882365062,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/5/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0.19832638,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/5/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,172.5541328,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/6/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/6/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/6/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,144.6749959,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/7/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/7/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/7/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,222.9830236,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/8/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/8/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/8/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,147.4887984,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/9/2009,Fuel 1,Wood: Bark,If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/9/2009,Fuel 2,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,0,Other: Please Explain,tons per hour,Fuel Feed,,
ARDomtarIndustries,PB1,9/9/2009,Fuel 3,Natural gas,If other fuel type is selected please specify in this cell,186.946564,Other: Please Explain,thousand standard cubic feet per hour,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/14/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,469.3,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/15/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,465.4,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/16/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,471.7,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/17/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,516.7,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/18/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,484.4,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/19/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,478.1,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/20/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,411.1,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/21/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,512.1,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/22/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,496.2,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/23/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,512.2,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/24/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,524.9,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/25/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,511.4,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/26/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,305.8,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/27/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,472.1,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/28/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,532.2,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/29/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,529.1,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/30/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,447.6,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,7/31/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,388.4,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/1/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,352.6,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/10/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,471.9,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/11/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,509.8,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/12/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,512.4,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/2/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,334.6,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/3/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,315.9,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/4/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,521.1,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/5/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,510.5,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/6/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,532.3,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/7/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,560.4,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/8/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,470.8,ton/day,,Fuel Feed,,
ARWeyerhaeuserDierksMill,SN-45,8/9/2009,Fuel 1,Hog Fuel,If other fuel type is selected please specify in this cell,441.4,ton/day,,Fuel Feed,,
CATesoro,S-974 Furance 55,8/25/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1482,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,8/26/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1436,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,8/27/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1383,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,8/28/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1339,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,8/29/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1375,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,8/30/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1417,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,8/31/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1397,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/1/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1409,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/10/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1309,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/11/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1253,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/12/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1255,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/13/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1304,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/14/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1318,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/15/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1319,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/16/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1264,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/17/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1257,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/18/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1262,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/19/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1260,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/2/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1441,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/20/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1232,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/21/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1227,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/22/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1229,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/23/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1228,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/3/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1330,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/4/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1246,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/5/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1251,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/6/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1270,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/7/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1295,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/8/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1295,standard cubic feet per minute (scfm),,Fuel Feed,,
CATesoro,S-974 Furance 55,9/9/2009,Fuel 1,Refinery gas,If other fuel type is selected please specify in this cell,1295,standard cubic feet per minute (scfm),,Fuel Feed,,
CTElectric Boat,EMU 17,8/10/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/11/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/12/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/13/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/14/2009,Fuel 1,No. 4 Fuel oil,If other fuel type is selected please specify in this cell,123,Other: Please Explain,gal/day,Fuel Feed,,
CTElectric Boat,EMU 17,8/14/2009,Fuel 2,Natural gas,If other fuel type is selected please specify in this cell,32,Other: Please Explain,Cubic Feet per day,Fuel Feed,,
CTElectric Boat,EMU 17,8/15/2009,Fuel 1,No. 4 Fuel oil,If other fuel type is selected please specify in this cell,5,Other: Please Explain,gal/day,Fuel Feed,,
CTElectric Boat,EMU 17,8/15/2009,Fuel 2,Natural gas,If other fuel type is selected please specify in this cell,7,(select fuel input units),Cubic Feet per day,Fuel Feed,,
CTElectric Boat,EMU 17,8/16/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/17/2009,Fuel 1,No. 4 Fuel oil,If other fuel type is selected please specify in this cell,300,Other: Please Explain,gal/day,Fuel Feed,,
CTElectric Boat,EMU 17,8/18/2009,Fuel 1,No. 4 Fuel oil,If other fuel type is selected please specify in this cell,500,Other: Please Explain,gal/day,Fuel Feed,,
CTElectric Boat,EMU 17,8/19/2009,Fuel 1,No. 4 Fuel oil,If other fuel type is selected please specify in this cell,400,Other: Please Explain,gal/day,Fuel Feed,,
CTElectric Boat,EMU 17,8/20/2009,Fuel 1,No. 4 Fuel oil,If other fuel type is selected please specify in this cell,500,Other: Please Explain,gal/day,Fuel Feed,,
CTElectric Boat,EMU 17,8/21/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/22/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/23/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/24/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/25/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/26/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/27/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/28/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/29/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/30/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/31/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/7/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/8/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,8/9/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,9/1/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,9/2/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,9/3/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,9/4/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
CTElectric Boat,EMU 17,9/5/2009,Fuel 1,(select fuel type),If other fuel type is selected please specify in this cell,0,(select fuel input units),,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/13/2009,Fuel 1,Coal: Bituminous,If other fuel type is selected please specify in this cell,13375.92865,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/13/2009,Fuel 2,Wood: Bark,If other fuel type is selected please specify in this cell,2730.770111,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/13/2009,Fuel 3,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,2420.148134,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/13/2009,Fuel 4,Natural gas,If other fuel type is selected please specify in this cell,2642346.954,standard cubic feet per minute (scfm),,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/14/2009,Fuel 1,Coal: Bituminous,If other fuel type is selected please specify in this cell,18004.67564,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/14/2009,Fuel 2,Wood: Bark,If other fuel type is selected please specify in this cell,2918.792009,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/14/2009,Fuel 3,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,2313.310385,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/14/2009,Fuel 4,Natural gas,If other fuel type is selected please specify in this cell,2493599.167,standard cubic feet per minute (scfm),,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/15/2009,Fuel 1,Coal: Bituminous,If other fuel type is selected please specify in this cell,19036.88192,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/15/2009,Fuel 2,Wood: Bark,If other fuel type is selected please specify in this cell,15681.01883,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/15/2009,Fuel 3,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,2187.419415,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/15/2009,Fuel 4,Natural gas,If other fuel type is selected please specify in this cell,4009578.094,standard cubic feet per minute (scfm),,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/16/2009,Fuel 1,Coal: Bituminous,If other fuel type is selected please specify in this cell,23681.427,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/16/2009,Fuel 2,Wood: Bark,If other fuel type is selected please specify in this cell,6446.675777,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/16/2009,Fuel 3,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,2352.205992,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/16/2009,Fuel 4,Natural gas,If other fuel type is selected please specify in this cell,4128386.078,standard cubic feet per minute (scfm),,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/17/2009,Fuel 1,Coal: Bituminous,If other fuel type is selected please specify in this cell,22776.81482,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/17/2009,Fuel 2,Wood: Bark,If other fuel type is selected please specify in this cell,6217.205524,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/17/2009,Fuel 3,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,2176.994085,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/17/2009,Fuel 4,Natural gas,If other fuel type is selected please specify in this cell,4151692.657,standard cubic feet per minute (scfm),,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/18/2009,Fuel 1,Coal: Bituminous,If other fuel type is selected please specify in this cell,19089.80036,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/18/2009,Fuel 2,Wood: Bark,If other fuel type is selected please specify in this cell,8260.797501,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/18/2009,Fuel 3,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,2190.032721,lb/hour,,Fuel Feed,,
GAGPCedarSprings,U500 - Power Boiler No. 1,7/18/2009,Fuel 4,Natural gas,If other fuel type is selected please specify in this cell,3517129.669,standard cubic feet per minute (scfm),,Fuel Feed,,
