state,fips,county,eis_facility_id,company_name,site_name,naics_code,zip_code,eis_unit_id,unit_type,unit_description,design_capacity,design_capacity_uom,eis_process_id,process_description,calc_data_year,naics_sub,cap_mmbtuhr,fuel_type,data_source
WI,55063,La Crosse,4879311,,STELLA-JONES CORP,321114,54614,65105513,Boiler,natural gas-fired boiler rated at 9.9 mmbtu-hr,9.9,E6BTU/HR,137339314,natural gas,,321,9.9,natural gas,NEI
WI,55063,La Crosse,4879311,,STELLA-JONES CORP,321114,54614,65105413,Boiler,natural gas fired boiler rated at 9.9 mmbtu-hr - to provide process steam to their railroad tie trat,9.9,E6BTU/HR,137339414,natural gas,,321,9.9,natural gas,NEI
WI,55119,Taylor,7696511,Na,NESTLE PIZZA CO,311412,54451-1745,98246113,Boiler,miura 150 h.p. - east,10.0,E6BTU/HR,137344514,natural gas,,311,10.0,natural gas,NEI
WI,55119,Taylor,7696511,Na,NESTLE PIZZA CO,311412,54451-1745,98246213,Boiler,miura 150 h.p. - west,10.0,E6BTU/HR,137344614,natural gas,,311,10.0,natural gas,NEI
WI,55083,Oconto,15584811,,SAPUTO CHEESE USA INC,311513,54139-9193,98248113,Boiler,erie boiler,22.2,E6BTU/HR,137348714,nan,,311,22.2,,NEI
WI,55083,Oconto,15584811,,SAPUTO CHEESE USA INC,311513,54139-9193,98248213,Boiler,miscellaneous hvac equipment,17.9,E6BTU/HR,137348814,nan,,311,17.9,,NEI
WI,55083,Oconto,15584811,,SAPUTO CHEESE USA INC,311513,54139-9193,98248313,Boiler,wickes boiler,10.5,E6BTU/HR,137348914,nan,,311,10.5,,NEI
WI,55083,Oconto,15584811,,SAPUTO CHEESE USA INC,311513,54139-9193,98248413,Boiler,bryan boiler #2,0.9,E6BTU/HR,137349014,nan,,311,0.9,,NEI
WI,55083,Oconto,15584811,,SAPUTO CHEESE USA INC,311513,54139-9193,98248513,Boiler,bryan boiler #1,0.9,E6BTU/HR,137349114,nan,,311,0.9,,NEI
WI,55071,Manitowoc,9022911,,NATURAL OVENS BAKERY,311811,54220-9263,98249413,Boiler,3.19 mmbtu-hr proof box boiler,3.19,E6BTU/HR,137350614,proof box boiler,,311,3.19,,NEI
WI,55777,Multiple (portable facilities),12702811,,TRI-COUNTY PAVING,324121,,64930613,Boiler,fuel for drum mixer plant -hauck burner,1260.0,E6BTU/HR,137350914,fuel oil used to make mix,,324,1260.0,fuel oil,NEI
NC,37097,Iredell,15606211,"NGK Ceramics USA, Inc.","NGK Ceramics USA, Inc.",336390,28115,98551313,Boiler,natural gas/propane-fired boiler (4.184 million btu per hour maximum heat input),0.01,E6BTU/HR,138465614,ng/p boiler,2016.0,336,4.184,natural gas,NEI
NC,37097,Iredell,15606211,"NGK Ceramics USA, Inc.","NGK Ceramics USA, Inc.",336390,28115,98551413,Boiler,natural gas/propane-fired boiler (4.184 million btu per hour maximum heat input),0.01,E6BTU/HR,138465714,ng/p boiler,2016.0,336,4.184,natural gas,NEI
NC,37097,Iredell,15606211,"NGK Ceramics USA, Inc.","NGK Ceramics USA, Inc.",336390,28115,98551513,Boiler,natural gas/propane-fired boiler (4.184 million btu per hour maximum heat input),0.01,E6BTU/HR,138465814,ng/p boiler,2016.0,336,4.184,natural gas,NEI
NC,37159,Rowan,15606611,"Associated Asphalt Salisbury, LLC","Associated Asphalt Salisbury, LLC",324122,28147,98563713,Boiler,boilers and hot oil heaters,0.01,E6BTU/HR,138469314,boilers and hot oil heaters,,324,0.01,fuel oil,NEI
NC,37105,Lee,7969311,Air System Components Inc,Trion IAQ,333413,27330,3490113,Boiler,natural gas-fired boilers,0.01,E6BTU/HR,138471614,heating and process boilers,2016.0,333,0.01,natural gas,NEI
NC,37061,Duplin,8002711,Nash Johnson & Sons Farms Inc,Nash Johnson & Sons Farms - Feed Mill,311119,28458,98606013,Boiler,"two no. 6 (low sulfur) fuel oil/biodiesel fuel-fired boilers (20.92 mm btu/hr maximum heat input, 19",0.01,E6BTU/HR,138481714,boiler 1,,311,19.0,fuel oil,NEI
NC,37147,Pitt,8008411,DSM Protective Materials LLC,DSM Protective Materials LLC,325220,27834,98612113,Boiler,dap6 - polyethylene fiber production natural gas/no. 2 fuel oil fired hot oil process boiler/furnace,0.01,E6BTU/HR,138484314,os-144/dap 6 natural gas fired hot oil boiler,,325,0.01,fuel oil,NEI
NC,37091,Hertford,8311811,"Perdue Agribusiness, LLC","Perdue Agribusiness, LLC - Cofield",311224,27922,98618913,Boiler,one natural gas/no. 2 fuel oil/no. 6 fuel oil/saleable animal fat-fired boiler (61.2 million btu per,0.01,E6BTU/HR,138486514,natural gas fired boiler/ (61.2 million btu per hour maximum,,311,61.2,fuel oil,NEI
NC,37057,Davidson,7379211,"JELD-WEN, Inc.","JELD-WEN, Inc. d/b/a JELD-WEN",321911,27292,98620413,Boiler,natural gas-fired boiler (6.7 million btu per hour heat input rate),0.01,E6BTU/HR,138487414,natural gas boiler (boss),2016.0,321,6.7,natural gas,NEI
NC,37153,Richmond,15608311,Von Drehle Corporation,Von Drehle Corporation,322291,28330,98622813,Boiler,"natural gas/lpg-fired boiler, 33.5 mmbtu maximum heat input rate (nsps subpart dc)",0.01,E6BTU/HR,138489014,providing steam energy for paper production equipment,,322,33.5,LPG/NGL,NEI
NC,37151,Randolph,15609811,Acme McCrary Corporation,Acme-McCrary Corp. - Pritchard Street Plant,315110,27204,98656013,Boiler,natural gas/no. 2 fuel oil-fired boiler (25.1 million btu per hour maximum permitted heat input),0.01,E6BTU/HR,138501914,boiler b1 natural gas,,315,25.1,fuel oil,NEI
NC,37151,Randolph,15609811,Acme McCrary Corporation,Acme-McCrary Corp. - Pritchard Street Plant,315110,27204,98656113,Boiler,natural gas/no. 2 fuel oil-fired boiler (33.5 million btu per hour maximum permitted heat input),0.01,E6BTU/HR,138502014,boiler b2 natural gas,,315,33.5,fuel oil,NEI
MI,26099,Macomb,8227511,,FCA US LLC WARREN TRUCK ASSEMBLY PLANT,336112,48091,99479313,Boiler,eutemp boilers,0.01,E6BTU/HR,139215214,nan,,336,0.01,,NEI
ME,23011,Kennebec,5691611,Na,"HUHTAMAKI, INC. - WATERVILLE",322299,04901,22705413,Boiler,boiler no. 5,64.8,E6BTU/HR,139235914,natural gas,,322,64.8,natural gas,NEI
ME,23031,York,5974911,,GENERAL DYNAMICS OTS,332994,04072-0890,24214813,Boiler,blr1,12.6,E6BTU/HR,139236414,natural gas,,332,12.6,natural gas,NEI
ME,23031,York,5974911,,GENERAL DYNAMICS OTS,332994,04072-0890,24214713,Boiler,blr2,12.6,E6BTU/HR,139236514,natural gas,,332,12.6,natural gas,NEI
ME,23029,Washington,5974211,,WOODLAND PULP LLC,322110,04694-3529,24218213,Boiler,#3 recovery,1210.0,E6BTU/HR,139237214,natural gas,,322,1210.0,natural gas,NEI
ME,23029,Washington,5974211,,WOODLAND PULP LLC,322110,04694-3529,24218413,Boiler,#9 power boiler,740.0,E6BTU/HR,139237514,natural gas,,322,740.0,natural gas,NEI
ME,23031,York,8024711,Na,EVONIK CYRO LLC - SANFORD,326113,04073-2458,92297313,Boiler,giebel boiler #1,12.7,E6BTU/HR,139237914,natural gas,,326,12.7,natural gas,NEI
ME,23031,York,8024711,Na,EVONIK CYRO LLC - SANFORD,326113,04073-2458,92297513,Boiler,heater 1,1.1,E6BTU/HR,139238014,natural gas,,326,1.1,natural gas,NEI
ME,23031,York,8024711,Na,EVONIK CYRO LLC - SANFORD,326113,04073-2458,92297613,Boiler,heater 2,1.1,E6BTU/HR,139238114,natural gas,,326,1.1,natural gas,NEI
ME,23031,York,8024711,Na,EVONIK CYRO LLC - SANFORD,326113,04073-2458,92297713,Boiler,heater 3,1.1,E6BTU/HR,139238214,natural gas,,326,1.1,natural gas,NEI
ME,23031,York,8024711,Na,EVONIK CYRO LLC - SANFORD,326113,04073-2458,92297813,Boiler,heater 4,1.6,E6BTU/HR,139238314,natural gas,,326,1.6,natural gas,NEI
ME,23001,Androscoggin,5222211,,PIONEER PLASTICS CORP,326130,04211-1014,24984113,Boiler,boiler #4,55.5,E6BTU/HR,139239514,natural gas,,326,55.5,natural gas,NEI
ME,23005,Cumberland,10635811,,LIMINGTON LUMBER COMPANY,321113,04024,63552313,Boiler,boiler #2,6.28,E6BTU/HR,139241014,#2 fuel oil / diesel,,321,6.28,fuel oil,NEI
ME,23005,Cumberland,10635811,,LIMINGTON LUMBER COMPANY,321113,04024,63552413,Boiler,boiler #3,2.93,E6BTU/HR,139241114,#2 fuel oil / diesel,,321,2.93,fuel oil,NEI
GA,13127,Glynn,557011,,Renessenz LLC,325199,31523,48181613,Boiler,nebraska boiler,99.0,E6BTU/HR,139249514,nebraska boiler natural gas,,325,99.0,natural gas,NEI
GA,13127,Glynn,557011,,Renessenz LLC,325199,31523,48181513,Boiler,babcock & wilcox,99.0,E6BTU/HR,139249714,babcock & wilcox boiler natural gas,,325,99.0,natural gas,NEI
NJ,34015,Gloucester,7312611,,"Johnson Matthey, Inc.",331491,08066,10664113,Boiler,powerhouse cogeneration system,26.4,E6BTU/HR,139913214,"e29005 - boiler 3, 24.494 mm btu/hr combusting natural gas, pt20005",,331,26.4,natural gas,NEI
NJ,34023,Middlesex,7444411,,Ames Advanced Materials Corporation,331492,07080,99951413,Boiler,nan,0.01,E6BTU/HR,139935914,nan,,331,0.01,,NEI
NJ,34033,Salem,8173911,Na,Mexichem - Specialty Resins Inc.,325211,08067-0400,65768913,Boiler,boilers,0.01,E6BTU/HR,139939914,steam production (boiler #1) natural gas + fumes (e202) with low nox burners,,325,0.01,natural gas,NEI
NJ,34013,Essex,7312011,,TROY CHEMICAL CORP,325510,07105,66075213,Boiler,"boilers 1,2,3",0.01,E6BTU/HR,139953014,boiler 1 fo,,325,0.01,,NEI
NJ,34027,Morris,7903211,Na,"Butler Printing & Laminating, Inc.",323111,07405,99962413,Boiler,nan,0.01,E6BTU/HR,139960114,process boiler firing natural gas,,323,0.01,natural gas,NEI
NJ,34035,Somerset,7905511,,RB Manufacturing LLC,325612,08844,99964713,Boiler,nan,0.01,E6BTU/HR,139965214,process steam boiler #1 [12.55 mmbtu/hr],,325,12.55,,NEI
AL,1129,Washington,7440611,,BASF Corporation,325320,36553,10868813,Boiler,area 18 additives unit,0.01,E6BTU/HR,146011614,nan,,325,0.01,,NEI
AL,1129,Washington,7440611,,BASF Corporation,325320,36553,10870513,Boiler,area 20,0.01,E6BTU/HR,146012714,nan,,325,0.01,,NEI
AL,1113,Russell,1000211,,"WestRock Coated Board, LLC. - Mahrt Mill",322121,36868,47795413,Boiler,boiler feedwater,0.01,E6BTU/HR,146016314,nan,,322,0.01,,NEI
OH,39017,Butler,8008811,Na,AK Steel Corporation (1409010006),331110,45043-0001,4047713,Boiler,aluminum hot dip coating line,215.0,E6BTU/HR,150430214,nan,2017.0,331,215.0,,NEI
OH,39017,Butler,8008811,Na,AK Steel Corporation (1409010006),331110,45043-0001,91710613,Boiler,natural gas-fired space heaters,1.0,E6BTU/HR,150429814,north space heaters,,331,1.0,natural gas,NEI
OH,39017,Butler,8008811,Na,AK Steel Corporation (1409010006),331110,45043-0001,91710713,Boiler,natural gas-fired space heaters,2.5,E6BTU/HR,150429914,south space heaters,,331,2.5,natural gas,NEI
OH,39017,Butler,8008811,Na,AK Steel Corporation (1409010006),331110,45043-0001,4046913,Boiler,zinc hot dip coating line,270.0,E6BTU/HR,150430414,nan,,331,270.0,,NEI
OH,39017,Butler,16536711,,"Pacific Manufacturing Ohio, Inc. (1409030976)",336390,45011,105775413,Boiler,electrodeposition coating line (ecoat) for miscellaneous metal parts,0.94,E6BTU/HR,150430914,e-coat application,2017.0,336,0.94,,NEI
OH,39165,Warren,16537011,,Klosterman Hearth Grain Bakery LLC (1483140455),311812,45066,105779213,Boiler,"4524 lbs/hr (max.) baked products pulver tunnel oven rated at 4.3 mmbtu/hr (max.), natural gas fired",4.3,E6BTU/HR,150436814,fuel combustion emissions,,311,4.3,natural gas,NEI
OH,39165,Warren,16537011,,Klosterman Hearth Grain Bakery LLC (1483140455),311812,45066,105779313,Boiler,babbco model a52/48 direct fired 5.4 mmbtu bakery oven for yeast-leavened products at 5625 pound...,5.4,E6BTU/HR,150437014,straight dough bread baking vocs,2017.0,311,5.4,,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73864813,Boiler,hds charge heater 4-32-b-1; refinery fuel gas/no. 6 oil process heat exchanger,136.0,E6BTU/HR,150439314,ght charge heater,,324,136.0,fuel oil,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73864913,Boiler,npt heater 4-30-b-1; refinery fuel gas process heat exchanger,83.0,E6BTU/HR,150439414,npt heater,,324,83.0,,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73865113,Boiler,no. 12 boiler 4-16-b-12; refinery fuel gas process heat exchanger,81.0,E6BTU/HR,150439514,# 12 boiler on natural gas,,324,81.0,natural gas,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73865213,Boiler,ccr stabilizer reboiler 4-33-b-5; refinery fuel gas process heat exchanger,43.0,E6BTU/HR,150439614,ccr stabilizer reboiler,,324,43.0,,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73865313,Boiler,"four ccr charge heaters with a maximum heat input of 313 mmbtu/hrfired with refinery fuel gas, ...",242.0,E6BTU/HR,150439714,ccr charge heaters,,324,242.0,,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73865413,Boiler,"250 mmbtu/hr. rated heat input(hhv) rfg, ng, and refinery gas fired boiler.",250.0,E6BTU/HR,150439814,4-16-b-14,,324,250.0,natural gas,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,91716413,Boiler,ultra low sulfur diesel (ulsd) distillate hydrotreater (dht) reactor charge heater (55 mmbtu/hr)...,55.0,E6BTU/HR,150439914,ulsd process heater,,324,55.0,diesel,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73864313,Boiler,"crude oil heater with a maximum heat input of 193 mmbtu/hr, fired with refinery fuel gas, natura...",193.0,E6BTU/HR,150440414,crude heater,,324,193.0,fuel oil,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73864413,Boiler,refinery fuel gas process heat exchanger,39.0,E6BTU/HR,150440514,d.o.t. heater,,324,39.0,,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73864513,Boiler,two fluidized catalytic cracker (fcc) regenerator charge heaters 4-2-b-5 and 4-2-b-6 and heat ex...,51.0,E6BTU/HR,150440614,fcc charge heaters,,324,51.0,,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73864613,Boiler,crude unit vacuum unit heater 4-4-b-1 equipped with ultra-low nox burners with a maximum heat in...,86.0,E6BTU/HR,150440714,vacuum heater,,324,86.0,,NEI
OH,39151,Stark,13573011,,Marathon Petroleum Company LP - Canton Refinery (1576002006),324110,44706,73864713,Boiler,refinery fuel gas process heat exchanger,50.0,E6BTU/HR,150440814,alky iso-stripper heater ref fuel gas,,324,50.0,,NEI
OH,39103,Medina,13436811,,3M Medina (1652050059),322220,44256,73892013,Boiler,"coating and lamination of water-based, pressure-sensitive adhesives, with attached drying oven",3.5,E6BTU/HR,150443314,coating,2017.0,322,3.5,,NEI
OH,39103,Medina,13436811,,3M Medina (1652050059),322220,44256,73892113,Boiler,"coating and lamination of water-based, pressure-sensitive adhesives, with attached drying oven",3.5,E6BTU/HR,150443414,k004 corona treater,2017.0,322,3.5,,NEI
OH,39133,Portage,14732711,,KAPCO (1667040151),322220,44240,91721913,Boiler,80 inch reverse roll coating line with two natural gas fired ovens - paper coating line.,5.0,E6BTU/HR,150445314,coating line,2017.0,322,5.0,natural gas,NEI
OH,39133,Portage,7384911,Na,General Aluminum (1667070012),331524,44266,105782013,Boiler,35 mmbtu/hr heat treat furnace unit.  consisting of three eclipse furnaces (10 mmbtu/hr each) an...,35.0,E6BTU/HR,150445514,heat treat furnace,,331,35.0,,NEI
VA,51093,Isle of Wight,5747211,Smithfield Packing Co Inc - Smithfield,Smithfield Packing Co Inc - Smithfield,311611,23430,106025413,Boiler,r&d boilers h,5.0,E6BTU/HR,150452314,r&d-nat gas blr (rental boiler),,311,5.0,,NEI
NC,37067,Forsyth,8180211,Siemens Westinghouse Power Corp.,Siemens Energy,333611,27045-9570,107234913,Boiler,5.18 mmbtu/hr boiler,5.18,E6BTU/HR,151856714,insignificant-5.18 mmbtu/hr hot water heating system (boiler),,333,5.18,,NEI
CT,9001,Fairfield,588811,PolyOne Designed Structures and Solutions,"PolyOne Designed Structures and Solutions formerly SPARTECH POLYCAST, INC",326113,06902-7614,107238513,Boiler,cleaver brooks boiler flx-900 #2,9.0,E6BTU/HR,151861114,cleaver brooks boiler flx-900 #2 distillate oil,,326,9.0,fuel oil,NEI
CT,9001,Fairfield,588811,PolyOne Designed Structures and Solutions,"PolyOne Designed Structures and Solutions formerly SPARTECH POLYCAST, INC",326113,06902-7614,107238613,Boiler,cleaver brooks boiler flx-900 #1,9.0,E6BTU/HR,151861314,cleaver brooks boiler flx-900 #1 natural gas,,326,9.0,natural gas,NEI
IL,17027,Clinton,9780711,,Maschhoffs Pork LLC,311119,62231,96451013,Boiler,boilers and dryers,64.3,E6BTU/HR,153753314,propane fired,,311,64.3,,NEI
IL,17031,Cook,946411,,Ingredion Inc,311221,60501-1935,108566713,Boiler,2 temporary identical boilers,83.5,E6BTU/HR,153755114,natural gas combustion,,311,83.5,natural gas,NEI
IL,17031,Cook,16801611,,Packaging Corporation of America DBA PCA-Chicago Container,322211,60638,108567113,Boiler,boiler and heating units,24.0,E6BTU/HR,153755714,natural gas combustion,,322,24.0,natural gas,NEI
IL,17031,Cook,3337511,Na,Allied Tube & Conduit Corp,331210,60426-6021,108570213,Boiler,boiler #2,12.4,E6BTU/HR,153759014,natural gas combustion,,331,12.4,natural gas,NEI
IL,17031,Cook,3337511,Na,Allied Tube & Conduit Corp,331210,60426-6021,108570313,Boiler,boiler #1,12.4,E6BTU/HR,153759114,nan,,331,12.4,,NEI
IL,17031,Cook,7314811,,Henkel Corp,325520,60120-7544,108572713,Boiler,boiler 1,6.0,E6BTU/HR,153761614,natural gas combustion,,325,6.0,natural gas,NEI
OH,39175,Wyandot,13431311,,Continental Structural Plastics (0388000002),326199,43316,108668513,Boiler,boiler (natural gas/propane back up) for steam generation - 8.475 mm btu/hr input,8.48,E6BTU/HR,153908414,boiler #1,,326,8.48,natural gas,NEI
OH,39175,Wyandot,13431311,,Continental Structural Plastics (0388000002),326199,43316,108668413,Boiler,boiler (natural gas/propane back up) for steam generation - 9.656 mm btu/hr input,9.66,E6BTU/HR,153908314,boiler #4,,326,9.66,natural gas,NEI
OH,39175,Wyandot,13431311,,Continental Structural Plastics (0388000002),326199,43316,108668613,Boiler,boiler (natural gas/propane back up) for steam generation - 8.475 mm btu/hr input,8.48,E6BTU/HR,153908514,boiler #2,,326,8.48,natural gas,NEI
OH,39095,Lucas,8064011,,FCA US LLC - Toledo North Assembly (0448010414),336111,43608-4000,6320513,Boiler,"automotive sealers and adhesives, with control by appropriate work practices, tnap",12.0,E6BTU/HR,153912314,sealer gel oven,,336,12.0,,NEI
OH,39095,Lucas,8418011,,BP-Husky Refining LLC (0448020007),324110,43697,108670213,Boiler,reformer 3 heater 519 mmbtu/hr (hhv) (charge and interheater) fired with refinery fuel gas,519.0,E6BTU/HR,153913014,charge and interheaters,,324,519.0,,NEI
OH,39149,Shelby,8463911,,Ply Gem (0375010103),332322,45365,1410113,Boiler,54 inch coil coating line with pretreat coater and curing ovens controlled with a thermal incine...,62.4,E6BTU/HR,153916014,paint cleanup,2017.0,332,62.4,,NEI
OH,39031,Coshocton,14699311,,"Three Rivers Energy, LLC (0616010087)",325199,43812,108671813,Boiler,92 mmbtu/hr natural gas-fired boiler,92.0,E6BTU/HR,153916514,92 mmbtu/hr natural gas fired boiler,,325,92.0,natural gas,NEI
OH,39031,Coshocton,14699311,,"Three Rivers Energy, LLC (0616010087)",325199,43812,108671913,Boiler,92 mmbtu/hr natural gas-fired boiler,92.0,E6BTU/HR,153916614,92 mmbtu/hr natural gas fired boiler,,325,92.0,natural gas,NEI
OH,39119,Muskingum,14701211,,"Bimbo QSR Ohio,LLC.- Eastpointe Facility (0660010244)",311812,13870,89852913,Boiler,1080 spiral bakery oven with maximum heat input of 4.7 mmbtu,1.7,E6BTU/HR,153924414,baking,2017.0,311,1.7,,NEI
OH,39157,Tuscarawas,13433411,,Progressive Foam Technologies (0679000327),326140,44629,108678713,Boiler,boiler number 1 (4.184 mmbtu/h natural gas fired boiler),4.18,E6BTU/HR,153925714,b01,,326,4.18,natural gas,NEI
OH,39157,Tuscarawas,13433411,,Progressive Foam Technologies (0679000327),326140,44629,108678813,Boiler,boiler number 2 (4.184 mmbtu/h natural gas fired boiler),4.18,E6BTU/HR,153925814,b02,,326,4.18,natural gas,NEI
OH,39157,Tuscarawas,7769111,Na,"Kraton Chemical, LLC (0679010013)",325199,44622,108679013,Boiler,new h-100 hot oil heater for dimer dept.,17.0,E6BTU/HR,153926014,hot oil heater,,325,17.0,fuel oil,NEI
OH,39157,Tuscarawas,15494211,,Dover Chemical Corp (0679010132),325199,44622,105765113,Boiler,12.72 mmbtu/hr natural gas-fired thermogenics boiler,12.7,E6BTU/HR,153926414,12.72 mmbtu/hr natural gas-fired thermogenics boiler,,325,12.7,natural gas,NEI
OH,39157,Tuscarawas,16807711,,Meteor Sealing Systems LLC (0679015004),326291,44622,108679213,Boiler,extrusion line #2,0.33,E6BTU/HR,153926514,extrusion line #2,,326,0.33,,NEI
OH,39035,Cuyahoga,7921611,Na,The Lincoln Electric Company (1318202137),333992,44117-1199,108685613,Boiler,"varnish system #3: preheat, dip tank, bake oven, conveyor",3.0,E6BTU/HR,153936014,heater for varnish system #3,,333,3.0,,NEI
OH,39035,Cuyahoga,14718811,,I. SCHUMANN & COMPANY (1318402645),331420,44146,89921813,Boiler,"rotary melting furnace no. 3 controlled by aaf baghouse no. 3, for melting raw material for recy...",3.9,E6BTU/HR,153937614,oxyfuel burner,,331,3.9,,NEI
OH,39035,Cuyahoga,14718811,,I. SCHUMANN & COMPANY (1318402645),331420,44146,89921913,Boiler,"rotary melting furnace no. 4 controlled by wheelabrator baghouse no. 4, for melting raw material...",3.7,E6BTU/HR,153937714,natural gas burner,,331,3.7,natural gas,NEI
OH,39035,Cuyahoga,14718811,,I. SCHUMANN & COMPANY (1318402645),331420,44146,89922013,Boiler,"rotary melting furnace no. 5 controlled by wheelabrator baghouse no. 1, for melting raw material...",3.4,E6BTU/HR,153937814,oxyfuel burner,,331,3.4,,NEI
OH,39035,Cuyahoga,14718811,,I. SCHUMANN & COMPANY (1318402645),331420,44146,89922113,Boiler,"rotary melting furnace no. 6 controlled by wheelabrator baghouse no. 1, for melting raw material...",4.4,E6BTU/HR,153937914,oxyfuel burner,,331,4.4,,NEI
OH,39035,Cuyahoga,14718811,,I. SCHUMANN & COMPANY (1318402645),331420,44146,89922213,Boiler,conveyorized ingot casting operations,3.4,E6BTU/HR,153938014,ladle heaters w/natural gas - hood,,331,3.4,natural gas,NEI
OH,39035,Cuyahoga,14718811,,I. SCHUMANN & COMPANY (1318402645),331420,44146,89922313,Boiler,"rotary melting furnace no. 7 controlled by wheelabrator baghouse no. 4, for melting raw material...",5.4,E6BTU/HR,153938114,oxyfuel burner,,331,5.4,,NEI
OH,39035,Cuyahoga,14719011,,Schwebel Baking Co. (Solon) (1318538152),311812,44139,108687213,Boiler,p002 - natural gas fired combination baker perkins oven 55850,5.85,E6BTU/HR,153938914,natural gas combustion,2017.0,311,5.85,natural gas,NEI
OH,39035,Cuyahoga,14719011,,Schwebel Baking Co. (Solon) (1318538152),311812,44139,108687313,Boiler,"baker perkins 970, bun oven, #54198",5.1,E6BTU/HR,153939014,natural gas combustion,2017.0,311,5.1,natural gas,NEI
OH,39017,Butler,16808311,,Metal Coaters (1409000037),332812,45044,108688013,Boiler,25.1 mmbtu/hour natural gas and liquid propane gas-fired boiler equipped with a low nox burner,25.1,E6BTU/HR,153940214,nan,,332,25.1,natural gas,NEI
FL,12099,Palm Beach,2676611,,SUGAR CANE GROWERS CO-OP,311314,33430,40871913,Boiler,boiler #1 with 1 scrubber and 1 stack,267.0,E6BTU/HR,154495114,"ng is used  for startup, shutdown, and supplemental fuel.",,311,267.0,,NEI
FL,12057,Hillsborough,716411,,"MOSAIC FERTILIZER, LLC",325312,33578,109070113,Boiler,auxiliary boiler,112.0,E6BTU/HR,154496514,"limited use boiler, natural gas burning only, as a supplement to the saps.",,325,112.0,natural gas,NEI
PA,42081,Lycoming,5451111,BIMBO BAKERIES USA INC,BIMBO BAKERIES USA INC/WILLIAMSPORT PLT,311812,17701-1035,109296613,Boiler,tower boiler,0.01,E6BTU/HR,154867114,external combustion boilers  ;  industrial  ;  natural gas  ;  < 10 million btu/hr,,311,10.0,natural gas,NEI
PA,42031,Clarion,8004611,CLARION BOARDS LLC,CLARION BOARDS/CLARION PLT,321219,16254-4811,109297313,Boiler,gas fired space heaters/furnaces (27),37.8,E6BTU/HR,154867914,external combustion boilers  ;  space heaters  ;  commercial/institutional  ;  natural gas,,321,37.8,natural gas,NEI
PA,42097,Northumberland,3761511,,CONAGRA BRANDS/MILTON PLT,311422,17847-1519,109298213,Boiler,7 air makeup units,0.01,E6BTU/HR,154868914,external combustion boilers  ;  space heaters  ;  commercial/institutional  ;  natural gas,,311,0.01,natural gas,NEI
PA,42015,Bradford,8217811,EI DUPONT DE NEMOURS & CO,DUPONT SPECIALTY PROD USA LLC/TOWANDA PLT,325992,18848-8208,5288513,Boiler,boiler 2,30.5,E6BTU/HR,154871314,external combustion boilers  ;  industrial  ;  residual oil  ;  grade 6 oil,,325,30.5,fuel oil,NEI
PA,42123,Warren,4967711,ELLWOOD NATL FORGE CO,ELLWOOD NATL FORGE/IRVINE,332111,16329-1801,109299813,Boiler,weishaupt boiler (29.6 mmbtu/hr),0.01,E6BTU/HR,154871514,external combustion boilers  ;  industrial  ;  natural gas  ;  10-100 million btu/hr,,332,100.0,natural gas,NEI
PA,42079,Luzerne,4699411,ON SEMICONDUCTOR,FAIRCHILD SEMICONDUCTOR CORP/WRIGHT TWP,334413,18707-2107,67501313,Boiler,steam boiler #4 w/ standard burner,12.6,E6BTU/HR,154872014,external combustion boilers  ;  industrial  ;  distillate oil  ;  grades 1 and 2 oil,,334,12.6,fuel oil,NEI
PA,42015,Bradford,8217911,GLOBAL TUNGSTEN & POWDERS CORP,GLOBAL TUNGSTEN & POWDERS CORP/HAWES STREET PLT,331410,18848,5286013,Boiler,superior 4 (dept 327),21.6,E6BTU/HR,154878714,external combustion boilers  ;  industrial  ;  natural gas  ;  10-100 million btu/hr,,331,21.6,natural gas,NEI
PA,42015,Bradford,8217911,GLOBAL TUNGSTEN & POWDERS CORP,GLOBAL TUNGSTEN & POWDERS CORP/HAWES STREET PLT,331410,18848,5286913,Boiler,combust srcs not individually listed,0.01,E6BTU/HR,154878814,external combustion boilers  ;  space heaters  ;  industrial  ;  natural gas,,331,0.01,natural gas,NEI
