FACILITY_ID,FACILITY_NAME,FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr,tierID,FacilityID,UnitID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS_sub,Zip,Num_Empl,FIPS_m,State,mactID
1001804.0,SHELL OIL PRODUCTS US - MARTINEZ REFINERY,6013.0,CONTRA COSTA COUNTY,324110.0,2010.0,GP-ICE,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),110.0,mmBtu/hr,,,146.9654572,gallons,20.2812331,0.002315209,1752.0,,,,,,,,,,,,,
1003206.0,GERBER PRODUCTS CO,26123.0,NEWAYGO COUNTY,311422.0,2016.0,GP-All Sources,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),84.4,mmBtu/hr,,,342.9194002,gallons,47.32287723,0.005402155,1754.0,,,,,,,,,,,,,
1003206.0,GERBER PRODUCTS CO,26123.0,NEWAYGO COUNTY,311422.0,2015.0,GP-All Sources,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),125.5,mmBtu/hr,,,793.6134691000001,gallons,109.5186587,0.01250213,1755.0,,,,,,,,,,,,,
1004656.0,CHS MANKATO,27013.0,BLUE EARTH COUNTY,311222.0,2012.0,GP-01,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),189.0,mmBtu/hr,,,1146.330566,gallons,158.19361819999997,0.018058631999999998,1764.0,,,,,,,,,,,,,
1004656.0,CHS MANKATO,27013.0,BLUE EARTH COUNTY,311224.0,2012.0,GP-01,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),189.0,mmBtu/hr,,,1146.330566,gallons,158.19361819999997,0.018058631999999998,1766.0,,,,,,,,,,,,,
1004152.0,NUCOR STEEL BIRMINGHAM INC,1073.0,JEFFERSON COUNTY,331111.0,2010.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),100.0,mmBtu/hr,,,303.7286116,gallons,41.9145484,0.004784766,1775.0,,,,,,,,,,,,,
1004152.0,NUCOR STEEL BIRMINGHAM INC,1073.0,JEFFERSON COUNTY,331110.0,2010.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),100.0,mmBtu/hr,,,303.7286116,gallons,41.9145484,0.004784766,1776.0,,,,,,,,,,,,,
1002003.0,E I DU PONT DE NEMOURS LA PORTE PLANT,48201.0,HARRIS COUNTY,325199.0,2013.0,GP-LPTCOMBUSTION,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),83.0,mmBtu/hr,,,205.75164009999997,gallons,28.39372634,0.0032412929999999997,1777.0,,,,,,,,,,,,,
1002003.0,E I DU PONT DE NEMOURS LA PORTE PLANT,48201.0,HARRIS COUNTY,325199.0,2015.0,GP-LPTCOMBUSTION,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),46.0,mmBtu/hr,,,78.38157719,gallons,10.81665765,0.001234778,1779.0,,,,,,,,,,,,,
1005880.0,BMW MANUFACTURING CORPORATION,45083.0,SPARTANBURG COUNTY,336111.0,2012.0,GP-BMW,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.0,mmBtu/hr,,,88.17927434,gallons,12.16873986,0.001389126,1784.0,,,,,,,,,,,,,
1005880.0,BMW MANUFACTURING CORPORATION,45045.0,GREENVILLE,336111.0,2012.0,GP-BMW,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.0,mmBtu/hr,,,88.17927434,gallons,12.16873986,0.001389126,1785.0,,,,,,,,,,,,,
1005880.0,BMW MANUFACTURING CORPORATION,45083.0,SPARTANBURG COUNTY,336111.0,2010.0,GP-BMW,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),61.0,mmBtu/hr,,,166.56085149999998,gallons,22.98539751,0.0026239040000000003,1786.0,,,,,,,,,,,,,
1005880.0,BMW MANUFACTURING CORPORATION,45083.0,SPARTANBURG COUNTY,336111.0,2011.0,GP-BMW,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),61.0,mmBtu/hr,,,58.7861829,gallons,8.11249324,0.000926084,1788.0,,,,,,,,,,,,,
1004220.0,COOPER TIRE AND RUBBER CO *,39063.0,HANCOCK COUNTY,326211.0,2011.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),118.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1790.0,,,,,,,,,,,,,
1004220.0,COOPER TIRE AND RUBBER CO *,39063.0,HANCOCK COUNTY,326211.0,2012.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),118.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1791.0,,,,,,,,,,,,,
1004220.0,COOPER TIRE AND RUBBER CO *,39063.0,HANCOCK COUNTY,326211.0,2010.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),118.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1792.0,,,,,,,,,,,,,
1007076.0,Hamiliton Sunstrand,17201.0,WINNEBAGO COUNTY,336413.0,2015.0,GP- generators,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),25.0,mmBtu/hr,,,156.7631544,gallons,21.63331531,0.0024695570000000003,1793.0,,,,,,,,,,,,,
1002212.0,INVISTA ORANGE SITE,48361.0,ORANGE,325199.0,2018.0,GP- Compressor Engines,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,1.26,mmBtu/hr,0.0,gallons,0.0,0.0,1795.0,,,,,,,,,,,,,
1002601.0,LHOIST NORTH AMERICA -  NATIVIDAD PLANT,6053.0,MONTEREY COUNTY,327410.0,2017.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),95.0,mmBtu/hr,,,117.5723658,gallons,16.22498648,0.001852167,1797.0,,,,,,,,,,,,,
1002601.0,LHOIST NORTH AMERICA -  NATIVIDAD PLANT,6053.0,MONTEREY COUNTY,327410.0,2015.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),95.0,mmBtu/hr,,,78.38157719,gallons,10.81665765,0.001234778,1798.0,,,,,,,,,,,,,
1002601.0,LHOIST NORTH AMERICA -  NATIVIDAD PLANT,6053.0,MONTEREY COUNTY,327410.0,2016.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),95.0,mmBtu/hr,,,166.56085149999998,gallons,22.98539751,0.0026239040000000003,1799.0,,,,,,,,,,,,,
1002601.0,LHOIST NORTH AMERICA -  NATIVIDAD PLANT,6053.0,MONTEREY COUNTY,327410.0,2018.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),95.0,mmBtu/hr,,,146.9654572,gallons,20.2812331,0.002315209,1800.0,,,,,,,,,,,,,
1006336.0,LHOIST NORTH AMERICA OF ALABAMA-ALABASTER PLANT,1117.0,SHELBY COUNTY,327410.0,2016.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),112.5,mmBtu/hr,,,391.90788599999996,gallons,54.08328826,0.006173891,1801.0,,,,,,,,,,,,,
1006336.0,LHOIST NORTH AMERICA OF ALABAMA-ALABASTER PLANT,1117.0,SHELBY COUNTY,327410.0,2018.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),112.5,mmBtu/hr,,,558.4687375,gallons,77.06868578,0.008797795,1802.0,,,,,,,,,,,,,
1006336.0,LHOIST NORTH AMERICA OF ALABAMA-ALABASTER PLANT,1117.0,SHELBY COUNTY,327410.0,2017.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),112.5,mmBtu/hr,,,293.93091450000003,gallons,40.5624662,0.004630419,1803.0,,,,,,,,,,,,,
1006336.0,LHOIST NORTH AMERICA OF ALABAMA-ALABASTER PLANT,1117.0,SHELBY COUNTY,327410.0,2014.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),112.5,mmBtu/hr,,,78.38157719,gallons,10.81665765,0.001234778,1804.0,,,,,,,,,,,,,
1006336.0,LHOIST NORTH AMERICA OF ALABAMA-ALABASTER PLANT,1117.0,SHELBY COUNTY,327410.0,2015.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),112.5,mmBtu/hr,,,333.12170310000005,gallons,45.97079502,0.0052478080000000005,1805.0,,,,,,,,,,,,,
1001864.0,CALGON CARBON CORP,21019.0,BOYD,325998.0,2011.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),150.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1808.0,,,,,,,,,,,,,
1001864.0,CALGON CARBON CORP,21019.0,BOYD,325998.0,2010.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),150.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1810.0,,,,,,,,,,,,,
1005207.0,PYCO INDUSTRIES AVENUE A FACILITY,48303.0,LUBBOCK COUNTY,311224.0,2011.0,GP-AA1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.03,mmBtu/hr,,,0.0,gallons,0.0,0.0,1812.0,,,,,,,,,,,,,
1005207.0,PYCO INDUSTRIES AVENUE A FACILITY,48303.0,LUBBOCK COUNTY,311223.0,2011.0,GP-AA1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.03,mmBtu/hr,,,0.0,gallons,0.0,0.0,1813.0,,,,,,,,,,,,,
1005207.0,PYCO INDUSTRIES AVENUE A FACILITY,48303.0,LUBBOCK COUNTY,311224.0,2012.0,GP-AA1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.03,mmBtu/hr,,,0.0,gallons,0.0,0.0,1815.0,,,,,,,,,,,,,
1005207.0,PYCO INDUSTRIES AVENUE A FACILITY,48303.0,LUBBOCK COUNTY,311223.0,2012.0,GP-AA1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.03,mmBtu/hr,,,0.0,gallons,0.0,0.0,1816.0,,,,,,,,,,,,,
1004549.0,PPG Industries  Inc.,6019.0,FRESNO COUNTY,327211.0,2011.0,GP-PNGT1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),7.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,1818.0,,,,,,,,,,,,,
1005991.0,Ahlstrom-Munksjo NA Specialty Solutions LLC,55085.0,ONEIDA COUNTY,322121.0,2013.0,Coal Dock,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,249.0,mmBtu/hr,48.98848575,gallons,6.760411033,0.0007717360000000001,1824.0,,,,,,,,,,,,,
1006080.0,ADM SOUTHERN CELLULOSE PROD.IN,47065.0,HAMILTON COUNTY,322110.0,2013.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),48.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,1829.0,,,,,,,,,,,,,
1004623.0,TYSON FOODS INC,47003.0,BEDFORD COUNTY,311615.0,2013.0,GP-528864,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),17.0,mmBtu/hr,,,29.39309145,gallons,4.05624662,0.000463042,1830.0,,,,,,,,,,,,,
1004623.0,TYSON FOODS INC,47003.0,BEDFORD COUNTY,311615.0,2012.0,GP-528864,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),17.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1831.0,,,,,,,,,,,,,
1005229.0,PQ Corporation - Gurnee  IL,17097.0,LAKE COUNTY,325188.0,2011.0,GP- PQ Corporation - Gurnee,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),57.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,1832.0,,,,,,,,,,,,,
1000093.0,Momentive Performance Materials,36091.0,Saratoga,325211.0,2014.0,GP-2,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),54.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1833.0,,,,,,,,,,,,,
1000093.0,Momentive Performance Materials,36091.0,Saratoga,325211.0,2016.0,GP-2,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),54.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1834.0,,,,,,,,,,,,,
1000093.0,Momentive Performance Materials,36091.0,Saratoga,325211.0,2015.0,GP-2,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),54.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1835.0,,,,,,,,,,,,,
1002455.0,Graymont WESTERN LIME EDEN,55039.0,FOND DU LAC COUNTY,327410.0,2016.0,GP-Eden Facility Kiln 1 and Kiln 2,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),123.3,mmBtu/hr,,,352.7170974,gallons,48.67495944,0.005556502,1836.0,,,,,,,,,,,,,
1002455.0,Graymont WESTERN LIME EDEN,55039.0,FOND DU LAC COUNTY,327410.0,2018.0,GP-Eden Facility Kiln 1 and Kiln 2,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),112.5,mmBtu/hr,,,362.5147945,gallons,50.02704164,0.00571085,1837.0,,,,,,,,,,,,,
1002455.0,Graymont WESTERN LIME EDEN,55039.0,FOND DU LAC COUNTY,327410.0,2017.0,GP-Eden Facility Kiln 1 and Kiln 2,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),112.5,mmBtu/hr,,,303.7286116,gallons,41.9145484,0.004784766,1838.0,,,,,,,,,,,,,
1000235.0,Shenango Incorporated,42003.0,Allegheny,324199.0,2012.0,GP-Underfire,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),246.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1843.0,,,,,,,,,,,,,
1000235.0,Shenango Incorporated,42003.0,Allegheny,324199.0,2014.0,GP-Underfire,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),246.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,1844.0,,,,,,,,,,,,,
1007127.0,OXBOW MIDWEST CALCINING LLC,17197.0,WILL COUNTY,324199.0,2016.0,GP-Ancillary Diesel,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),0.46,mmBtu/hr,,,0.0,gallons,0.0,0.0,1845.0,,,,,,,,,,,,,
1007127.0,OXBOW MIDWEST CALCINING LLC,17031.0,COOK,324199.0,2016.0,GP-Ancillary Diesel,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),0.46,mmBtu/hr,,,0.0,gallons,0.0,0.0,1846.0,,,,,,,,,,,,,
1007127.0,OXBOW MIDWEST CALCINING LLC,17197.0,WILL COUNTY,324199.0,2015.0,GP-Ancillary Diesel,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),0.46,mmBtu/hr,,,0.0,gallons,0.0,0.0,1847.0,,,,,,,,,,,,,
1007127.0,OXBOW MIDWEST CALCINING LLC,17031.0,COOK,324199.0,2015.0,GP-Ancillary Diesel,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),0.46,mmBtu/hr,,,0.0,gallons,0.0,0.0,1848.0,,,,,,,,,,,,,
1007127.0,OXBOW MIDWEST CALCINING LLC,17197.0,WILL COUNTY,324199.0,2014.0,GP-Ancillary Diesel,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),0.46,mmBtu/hr,,,0.0,gallons,0.0,0.0,1849.0,,,,,,,,,,,,,
1007127.0,OXBOW MIDWEST CALCINING LLC,17031.0,COOK,324199.0,2014.0,GP-Ancillary Diesel,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),0.46,mmBtu/hr,,,0.0,gallons,0.0,0.0,1850.0,,,,,,,,,,,,,
1005424.0,FRITO-LAY  INCORPORATED,37119.0,MECKLENBURG COUNTY,311919.0,2015.0,GP-Facility Wide Sources,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),56.25,mmBtu/hr,,,342.9194002,gallons,47.32287723,0.005402155,1854.0,,,,,,,,,,,,,
1002871.0,Little Rapids - Shawano Paper Mill,55115.0,SHAWANO COUNTY,322121.0,2016.0,B24,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,129.0,gallons,17.802,0.002032192,2067.0,,,,,,,,,,,,,
1002871.0,Little Rapids - Shawano Paper Mill,55115.0,SHAWANO COUNTY,322121.0,2016.0,B25,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2068.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE,325188.0,2018.0,B501 X-690 Boiler 1,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2074.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE COUNTY,325180.0,2018.0,B501 X-690 Boiler 1,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2075.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE,325188.0,2018.0,B502 X-690 Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2077.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE COUNTY,325180.0,2018.0,B502 X-690 Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2078.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE,325188.0,2015.0,B502 X-690 Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2080.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE COUNTY,325180.0,2015.0,B502 X-690 Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2081.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE,325188.0,2016.0,B502 X-690 Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2083.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE COUNTY,325180.0,2016.0,B502 X-690 Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2084.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE,325188.0,2015.0,B501 X-690 Boiler 1,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2086.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE COUNTY,325180.0,2015.0,B501 X-690 Boiler 1,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2087.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE,325188.0,2016.0,B501 X-690 Boiler 1,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2089.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE COUNTY,325180.0,2016.0,B501 X-690 Boiler 1,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2090.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE,325188.0,2017.0,B502 X-690 Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2092.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE COUNTY,325180.0,2017.0,B502 X-690 Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2093.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE,325188.0,2017.0,B501 X-690 Boiler 1,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2095.0,,,,,,,,,,,,,
1003709.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,39131.0,PIKE COUNTY,325180.0,2017.0,B501 X-690 Boiler 1,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60.0,mmBtu/hr,0.0,gallons,0.0,0.0,2096.0,,,,,,,,,,,,,
1004316.0,Bristol-Myers Squibb,9009.0,NEW HAVEN COUNTY,325412.0,2014.0,Cleaver Brooks DL-68,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,68.0,mmBtu/hr,164.0,gallons,22.631999999999998,0.002583562,2119.0,,,,,,,,,,,,,
1004316.0,Bristol-Myers Squibb,9009.0,NEW HAVEN COUNTY,325412.0,2014.0,Cleaver Brooks D-60,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,47.0,mmBtu/hr,36.0,gallons,4.968,0.000567123,2121.0,,,,,,,,,,,,,
1002057.0,MILLERCOORS LLC,13095.0,DOUGHERTY,312120.0,2018.0,DO #2 and Propane for Keeler Boiler,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,116.0,mmBtu/hr,0.0,gallons,0.0,0.0,2123.0,,,,,,,,,,,,,
1002057.0,MILLERCOORS LLC,13095.0,DOUGHERTY,312120.0,2017.0,DO #2 and Propane for Keeler Boiler,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,116.0,mmBtu/hr,0.0,gallons,0.0,0.0,2125.0,,,,,,,,,,,,,
1005712.0,AMALGAMATED SUGAR CO LLC,16083.0,TWIN FALLS COUNTY,311313.0,2017.0,S-B1,S (Stoker Boiler),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,285.0,mmBtu/hr,291.0,gallons,40.158,0.0045842470000000005,2152.0,,,,,,,,,,,,,
1005712.0,AMALGAMATED SUGAR CO LLC,16083.0,TWIN FALLS COUNTY,311313.0,2018.0,S-B1,S (Stoker Boiler),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,285.0,mmBtu/hr,151.6,gallons,20.9208,0.002388219,2153.0,,,,,,,,,,,,,
1005712.0,AMALGAMATED SUGAR CO LLC,16083.0,TWIN FALLS COUNTY,311313.0,2014.0,S-B1,S (Stoker Boiler),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,285.0,mmBtu/hr,292.1,gallons,40.3098,0.004601575,2154.0,,,,,,,,,,,,,
1005712.0,AMALGAMATED SUGAR CO LLC,16083.0,TWIN FALLS COUNTY,311313.0,2016.0,S-B1,S (Stoker Boiler),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,285.0,mmBtu/hr,260.0,gallons,35.88,0.00409589,2155.0,,,,,,,,,,,,,
1011813.0,Qorvo Texas LLC,48085.0,COLLIN COUNTY,334413.0,2016.0,Boiler 2 Diesel,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,21.0,mmBtu/hr,76.09,gallons,10.50042,0.0011986780000000001,2156.0,,,,,,,,,,,,,
1011813.0,Qorvo Texas LLC,48085.0,COLLIN COUNTY,334413.0,2015.0,Boiler 1 Diesel,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,21.0,mmBtu/hr,21.75,gallons,3.0015,0.00034263699999999997,2157.0,,,,,,,,,,,,,
1011813.0,Qorvo Texas LLC,48085.0,COLLIN COUNTY,334413.0,2016.0,Boiler 3 Diesel,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,21.0,mmBtu/hr,114.13,gallons,15.749939999999999,0.0017979379999999998,2158.0,,,,,,,,,,,,,
1011813.0,Qorvo Texas LLC,48085.0,COLLIN COUNTY,334413.0,2015.0,Boiler 2 Diesel,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,21.0,mmBtu/hr,21.75,gallons,3.0015,0.00034263699999999997,2159.0,,,,,,,,,,,,,
1011813.0,Qorvo Texas LLC,48085.0,COLLIN COUNTY,334413.0,2014.0,Boiler 2 Diesel,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,21.0,mmBtu/hr,21.75,gallons,3.0015,0.00034263699999999997,2160.0,,,,,,,,,,,,,
1011813.0,Qorvo Texas LLC,48085.0,COLLIN COUNTY,334413.0,2014.0,Boiler 1 Diesel,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,21.0,mmBtu/hr,21.75,gallons,3.0015,0.00034263699999999997,2161.0,,,,,,,,,,,,,
1011813.0,Qorvo Texas LLC,48085.0,COLLIN COUNTY,334413.0,2016.0,Boiler 1 Diesel,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,21.0,mmBtu/hr,152.17,gallons,20.99946,0.002397199,2162.0,,,,,,,,,,,,,
