FACILITY_ID,FACILITY_NAME,COUNTY_FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr
1001247,Capitol District Energy Center,9003,Hartford,221112,2018,GP-0001,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),194.8,mmBtu/hr,,,76,gallons,10.392848,0.001186398
1001247,Capitol District Energy Center,9003,Hartford,221112,2016,GP-0001,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),194.8,mmBtu/hr,,,290,gallons,39.6575,0.004527112
1001247,Capitol District Energy Center,9003,Hartford,221112,2015,GP-0001,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),194.8,mmBtu/hr,,,0,gallons,0,0
1002571,ATK Launch Systems Inc,49003,BOX ELDER,336415,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),71,mmBtu/hr,,,323660,gallons,44826.91,5.117227169
1002571,ATK Launch Systems Inc,49003,BOX ELDER COUNTY,336415,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),71,mmBtu/hr,,,323660,gallons,44826.91,5.117227169
1000683,Erickson,26045,Eaton,221112,2014,EU-AUXBLR,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),,,20.9,mmBtu/hr,24401,gallons,3223.420902,0.367970423
1004581,COLORADO STATE UNIVERSITY,8069,LARIMER,611310,2015,GP- DE Plant,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),184.85,mmBtu/hr,,,125,gallons,17.25,0.001969178
1004581,COLORADO STATE UNIVERSITY,8069,LARIMER,611310,2014,GP- DE Plant,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),184.85,mmBtu/hr,,,13063,gallons,1802.694,0.205786986
1004368,INEOS CHOCOLATE BAYOU PLANT,48039,BRAZORIA COUNTY,325211,2014,GP-ENGINES,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),1.6,mmBtu/hr,,,130411.9,gallons,13152.69217,1.501448878
1012032,Tenjo Vista Power Plant,,,221112,2016,GP-DEG-1 through DEG-6,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),42,mmBtu/hr,,,2661616,gallons,366770.6848,41.86879963
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327120,2018,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),28.37,mmBtu/hr,,,237072.45,gallons,33418.90274,3.814943235
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327120,2018,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),28.37,mmBtu/hr,,,237072.45,gallons,245.2581658,0.027997508
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327125,2018,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),28.37,mmBtu/hr,,,237072.45,gallons,33418.90274,3.814943235
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327125,2018,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),28.37,mmBtu/hr,,,237072.45,gallons,245.2581658,0.027997508
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327120,2017,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),28.37,mmBtu/hr,,,255921.36,gallons,36438.14555,4.159605656
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327120,2017,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),28.37,mmBtu/hr,,,255921.36,gallons,264.19843,0.030159638
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327125,2017,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),28.37,mmBtu/hr,,,255921.36,gallons,36438.14555,4.159605656
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327125,2017,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),28.37,mmBtu/hr,,,255921.36,gallons,264.19843,0.030159638
1001859,American Sugar Refining  Inc. - Baltimore Refinery,24510,BALTIMORE CITY,311312,2015,GP- ASR Baltimore,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),130,mmBtu/hr,,,94198.4,gallons,102.6649476,0.011719743
1001859,American Sugar Refining  Inc. - Baltimore Refinery,24510,BALTIMORE CITY,311314,2015,GP- ASR Baltimore,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),130,mmBtu/hr,,,94198.4,gallons,102.6649476,0.011719743
1006932,REFINERY KAPOLEI,15003,HONOLULU COUNTY,324110,2018,GP-,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),230,mmBtu/hr,,,9616746.72,gallons,1271636.207,145.1639506
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327120,2014,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),25.7,mmBtu/hr,,,241355.57,gallons,34682.79541,3.95922322
1002115,MAGNESITA REFRACTORIES/YORK,42133,YORK COUNTY,327125,2014,GP-Tunnel Kilns/Oven/General,OCS (Other combustion source),Distillate Fuel Oil No. 4,Tier 2 (Equation C-2a),25.7,mmBtu/hr,,,241355.57,gallons,34682.79541,3.95922322
1000656,The President and Fellows of Harvard University (Cambridge Allston Blackstone),25017,Middlesex,611310,2016,Boiler 6,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,194,mmBtu/hr,0,gallons,0,0
1001615,William F Wyman,23005,Cumberland,221112,2017,5,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,72,mmBtu/hr,1369284,gallons,209454.2145,23.91029846
1005862,ALLEGANY BALLISTICS LABORATORY,,MINERAL,336415,2016,GP-BoilersL2SandL3Soil,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),78,mmBtu/hr,,,93674,gallons,14080.13894,1.607321797
1005862,ALLEGANY BALLISTICS LABORATORY,54057,MINERAL COUNTY,336415,2016,GP-BoilersL2SandL3Soil,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),78,mmBtu/hr,,,93674,gallons,14080.13894,1.607321797
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII COUNTY,221112,2017,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,1299060,gallons,194338.1795,22.18472369
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII,221112,2017,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,1299060,gallons,194338.1795,22.18472369
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII COUNTY,221112,2015,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,475356,gallons,71312.26912,8.140669991
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII,221112,2015,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,475356,gallons,71312.26912,8.140669991
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII COUNTY,221112,2018,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,2143638,gallons,320320.8226,36.56630395
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII,221112,2018,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,2143638,gallons,320320.8226,36.56630395
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII COUNTY,221112,2016,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,1148910,gallons,171907.575,19.6241524
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII,221112,2016,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,1148910,gallons,171907.575,19.6241524
1001289,MIT Central Utility Plant,25017,Middlesex,611310,2018,GP-Boilers 3-5,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),145.2,mmBtu/hr,,,22771,gallons,23.4089157,0.002672251
1001289,MIT Central Utility Plant,25017,Middlesex,611310,2016,GP-Boilers 3-5,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),145.2,mmBtu/hr,,,53831,gallons,55.39556047,0.006323694
1001289,MIT Central Utility Plant,25017,Middlesex,611310,2015,GP-Boilers 3-5,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),145.2,mmBtu/hr,,,1299783,gallons,1338.931581,0.152846071
1001289,MIT Central Utility Plant,25017,Middlesex,611310,2017,GP-Boilers 3-5,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),145.2,mmBtu/hr,,,53209,gallons,54.72443058,0.006247081
1006651,WELLESLEY COLLEGE,25021,NORFOLK,611310,2017,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,20929,gallons,21.494083,0.002453662
1006651,WELLESLEY COLLEGE,25021,NORFOLK COUNTY,611310,2017,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,20929,gallons,21.494083,0.002453662
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541712,2018,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,36348,gallons,37.47389475,0.004277842
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541715,2018,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,36348,gallons,37.47389475,0.004277842
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541712,2016,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,804382,gallons,825.0725135,0.09418636
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541715,2016,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,804382,gallons,825.0725135,0.09418636
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541712,2015,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,9093,gallons,9.360395935,0.001068538
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541715,2015,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,9093,gallons,9.360395935,0.001068538
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541712,2017,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,65033,gallons,66.82856874,0.007628832
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541715,2017,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,65033,gallons,66.82856874,0.007628832
1005640,ELEMENTIS CHROMIUM,37129,NEW HANOVER COUNTY,325180,2017,GP-Facility Wide Combustion Sources,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),150,mmBtu/hr,,,79405,gallons,11976.81496,1.36721632
1005640,ELEMENTIS CHROMIUM,37129,NEW HANOVER COUNTY,325188,2017,GP-Facility Wide Combustion Sources,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),150,mmBtu/hr,,,79405,gallons,11976.81496,1.36721632
1005640,ELEMENTIS CHROMIUM,37129,NEW HANOVER,325188,2017,GP-Facility Wide Combustion Sources,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),150,mmBtu/hr,,,79405,gallons,11976.81496,1.36721632
1001552,HAWAII ELECTRIC LIGHT CO (HELCO) - KANOELEHUA HILL GENERATING STATION,15001,HAWAII COUNTY,221112,2018,GP-Hill5 Hill6 CT1 D11 D15 D16 D17,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,14268618,gallons,2141793.265,244.4969481
1000056,SPECIALTY MINERALS,25003,BERKSHIRE,327410,2015,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),39,mmBtu/hr,,,408422,gallons,60138.42447,6.865116948
1000056,SPECIALTY MINERALS,25003,BERKSHIRE COUNTY,327410,2015,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),39,mmBtu/hr,,,408422,gallons,60138.42447,6.865116948
1001437,MAUI ELECTRIC CO (MECO) - KAHULUI GENERATING STATION,15009,MAUI COUNTY,221112,2015,GP-K1 K2 K3 K4,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),181,mmBtu/hr,,,9975350.6,gallons,1491109.178,170.2179427
1002712,DUPONT EXPERIMENTAL STATION,10003,NEW CASTLE,541715,2016,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),96,mmBtu/hr,,,2233790,gallons,326864.3669,37.31328389
1002712,DUPONT EXPERIMENTAL STATION,10003,NEW CASTLE,541712,2016,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),96,mmBtu/hr,,,2233790,gallons,326864.3669,37.31328389
1003470,GRAPHIC PACKAGING INTERNATIONAL,13021,BIBB,322130,2015,B003,S (Stoker Boiler),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,520,mmBtu/hr,22554,gallons,2999.682,0.342429452
1003470,GRAPHIC PACKAGING INTERNATIONAL,13021,BIBB COUNTY,322130,2015,B003,S (Stoker Boiler),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,520,mmBtu/hr,22554,gallons,2999.682,0.342429452
1002817,PUBLIC SERVICE CO DENVER STEAM PLT,8031,DENVER,221330,2014,Blr1,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,210,mmBtu/hr,37,gallons,5.0727,0.000579075
1002817,PUBLIC SERVICE CO DENVER STEAM PLT,8031,DENVER,221330,2014,Blr2,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,243,mmBtu/hr,33,gallons,4.5243,0.000516473
1000656,The President and Fellows of Harvard University (Cambridge Allston Blackstone),25017,Middlesex,611310,2014,Boiler 6,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,194,mmBtu/hr,0,gallons,0,0
1001615,William F Wyman,23005,Cumberland,221112,2015,5,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,72,mmBtu/hr,1270248,gallons,194347.944,22.18583836
1001615,William F Wyman,23005,Cumberland,221112,2016,5,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,72,mmBtu/hr,1404228,gallons,212038.428,24.2053
1001615,William F Wyman,23005,Cumberland,221112,2018,5,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,72,mmBtu/hr,177954,gallons,26871.054,3.067471918
1001615,William F Wyman,23005,Cumberland,221112,2014,5,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,72,mmBtu/hr,1374408,gallons,207535.608,23.69127945
1004886,INTERSTATE PAPER LLC,13179,LIBERTY COUNTY,322130,2015,BFB Multi-fuel Boiler,BFB (Boiler  bubbling fluidized bed),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,300,mmBtu/hr,28335,gallons,4250.25,0.485188356
1004886,INTERSTATE PAPER LLC,13179,LIBERTY,322130,2015,BFB Multi-fuel Boiler,BFB (Boiler  bubbling fluidized bed),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,300,mmBtu/hr,28335,gallons,4250.25,0.485188356
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331111,2014,No. 7 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,261049,gallons,41701.01146,4.760389436
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331110,2014,No. 7 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,261049,gallons,41701.01146,4.760389436
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331111,2014,No. 5 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,115990,gallons,18528.70656,2.115149151
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331110,2014,No. 5 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,115990,gallons,18528.70656,2.115149151
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331111,2015,No. 5 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,16004,gallons,1525.485276,0.174142155
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331110,2015,No. 5 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,16004,gallons,1525.485276,0.174142155
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331111,2015,No. 6 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,241317,gallons,23002.09512,2.625809946
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331110,2015,No. 6 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,241317,gallons,23002.09512,2.625809946
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331111,2015,No. 7 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,212351,gallons,20241.08497,2.310626138
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331110,2015,No. 7 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,212351,gallons,20241.08497,2.310626138
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331111,2015,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,244.4,mmBtu/hr,158228,gallons,15082.13473,1.721704878
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331110,2015,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,244.4,mmBtu/hr,158228,gallons,15082.13473,1.721704878
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331111,2014,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,244.4,mmBtu/hr,781241,gallons,124798.5623,14.24641122
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331110,2014,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,244.4,mmBtu/hr,781241,gallons,124798.5623,14.24641122
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331111,2014,No. 6 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,928802,gallons,148370.5467,16.93727702
1005615,AK Steel Corporation West Works,21019,BOYD COUNTY,331110,2014,No. 6 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,245,mmBtu/hr,928802,gallons,148370.5467,16.93727702
1005037,ERVING PAPER MILLS INC,25011,FRANKLIN COUNTY,322121,2015,Boiler #7 Union Iron Works,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,78,mmBtu/hr,72699,gallons,11091.75913,1.266182549
1005037,ERVING PAPER MILLS INC,25011,FRANKLIN,322121,2015,Boiler #7 Union Iron Works,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,78,mmBtu/hr,72699,gallons,11091.75913,1.266182549
1005669,APPLETON ROARING SPRING PAPER MFG,42013,BLAIR COUNTY,322121,2016,033 - No 4 Power Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),,,205.3,mmBtu/hr,33,gallons,4.946337,0.00056465
1006111,ANHEUSER BUSCH INC,39049,FRANKLIN COUNTY,312120,2014,GP- Boilers (all),OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),113.3,mmBtu/hr,,,34714,gallons,5467.455,0.624138699
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII COUNTY,221112,2014,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,4233306,gallons,639157.2398,72.96315523
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,15001,HAWAII,221112,2014,GP-Boiler BSG1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),249,mmBtu/hr,,,4233306,gallons,639157.2398,72.96315523
1001289,MIT Central Utility Plant,25017,Middlesex,611310,2014,GP-Boilers 3-5,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),145.2,mmBtu/hr,,,952416,gallons,142822.3985,16.30392677
1006651,WELLESLEY COLLEGE,25021,NORFOLK,611310,2018,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,6618,gallons,997.008318,0.113813735
1006651,WELLESLEY COLLEGE,25021,NORFOLK COUNTY,611310,2018,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,6618,gallons,997.008318,0.113813735
1006651,WELLESLEY COLLEGE,25021,NORFOLK,611310,2015,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,5472,gallons,828.67968,0.094598137
1006651,WELLESLEY COLLEGE,25021,NORFOLK COUNTY,611310,2015,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,5472,gallons,828.67968,0.094598137
1006651,WELLESLEY COLLEGE,25021,NORFOLK,611310,2016,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,19575,gallons,2964.3597,0.338397226
1006651,WELLESLEY COLLEGE,25021,NORFOLK COUNTY,611310,2016,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,19575,gallons,2964.3597,0.338397226
1006651,WELLESLEY COLLEGE,25021,NORFOLK,611310,2014,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,21633,gallons,3210.76986,0.36652624
1006651,WELLESLEY COLLEGE,25021,NORFOLK COUNTY,611310,2014,GP-PPBoilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),52,mmBtu/hr,,,21633,gallons,3210.76986,0.36652624
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541712,2014,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,34031,gallons,5106.964108,0.58298677
1002747,US DOE BROOKHAVEN NATIONAL LABORATORY,36103,SUFFOLK COUNTY,541715,2014,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),225,mmBtu/hr,,,34031,gallons,5106.964108,0.58298677
1005640,ELEMENTIS CHROMIUM,37129,NEW HANOVER COUNTY,325180,2015,GP-Facility Wide Combustion Sources,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),150,mmBtu/hr,,,107448,gallons,16206.59674,1.850068121
1005640,ELEMENTIS CHROMIUM,37129,NEW HANOVER COUNTY,325188,2015,GP-Facility Wide Combustion Sources,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),150,mmBtu/hr,,,107448,gallons,16206.59674,1.850068121
1005640,ELEMENTIS CHROMIUM,37129,NEW HANOVER,325188,2015,GP-Facility Wide Combustion Sources,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),150,mmBtu/hr,,,107448,gallons,16206.59674,1.850068121
1000056,SPECIALTY MINERALS,25003,BERKSHIRE,327410,2017,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),39,mmBtu/hr,,,366640,gallons,55050.996,6.284360274
1000056,SPECIALTY MINERALS,25003,BERKSHIRE COUNTY,327410,2017,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),39,mmBtu/hr,,,366640,gallons,55050.996,6.284360274
1000056,SPECIALTY MINERALS,25003,BERKSHIRE,327410,2018,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),39,mmBtu/hr,,,408312,gallons,61308.0468,6.998635479
1000056,SPECIALTY MINERALS,25003,BERKSHIRE COUNTY,327410,2018,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),39,mmBtu/hr,,,408312,gallons,61308.0468,6.998635479
1000056,SPECIALTY MINERALS,25003,BERKSHIRE,327410,2016,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),39,mmBtu/hr,,,240649,gallons,36133.44735,4.124822757
