FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,COUNTY,COUNTY_FIPS,NAICS,FUEL_COM,FUEL_UNIT,ANNUAL_HEAT_INPUT,ANNUAL_HEAT_INPUT_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY_UNIT_OTHER,CH4_COMBUSTION_EMISSIONS,N2O_COMBUSTION_EMISSIONS,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,Energy_consumption_MMBtu,ENERGY_MMBtu_hr
1000869,2016,KIMBERLY CLARK PA LLC/CHESTER OPR,Boiler 10,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,DELAWARE,42045,322121,,,,,,,,0.21,0.021,,799,mmBtu/hr,210000,23.97260274
1001007,2018,W H Zimmer Generating Station,Aux Blr A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,132444.3,,,,,0.13,0.013,,603,mmBtu/hr,130000,14.84018265
1001007,2016,W H Zimmer Generating Station,Aux Blr B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,76739,mmBtu,,,,0.08,0.008,,603,mmBtu/hr,80000,9.132420091
1001007,2017,W H Zimmer Generating Station,Aux Blr A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,156891.686,mmBtu,,,,0.16,0.016,,603,mmBtu/hr,160000,18.26484018
1001007,2016,W H Zimmer Generating Station,Aux Blr A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,75550,mmBtu,,,,0.08,0.008,,603,mmBtu/hr,80000,9.132420091
1001007,2015,W H Zimmer Generating Station,Aux Blr B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,193433,mmBtu,,,,0.19,0.019,,603,mmBtu/hr,190000,21.68949772
1001007,2017,W H Zimmer Generating Station,Aux Blr B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,150292.714,mmBtu,,,,0.15,0.015,,603,mmBtu/hr,150000,17.12328767
1001007,2014,W H Zimmer Generating Station,Aux Blr B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,254616,mmBtu,,,,0.25,0.026,,603,mmBtu/hr,250000,28.53881279
1001007,2018,W H Zimmer Generating Station,Aux Blr B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,157567.4,,,,,0.16,0.016,,603,mmBtu/hr,160000,18.26484018
1001007,2015,W H Zimmer Generating Station,Aux Blr A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,210889.7,mmBtu,,,,0.21,0.021,,603,mmBtu/hr,210000,23.97260274
1001007,2014,W H Zimmer Generating Station,Aux Blr A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clermont,39025,221112,,,257286,mmBtu,,,,0.26,0.026,,603,mmBtu/hr,260000,29.6803653
1001120,2014,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,,,,,,0.58,0.058,,555,mmBtu/hr,580000,66.21004566
1001120,2014,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,,,,,,0.58,0.058,,555,mmBtu/hr,580000,66.21004566
1001120,2012,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,,,,,,0.53,0.053,,555,mmBtu/hr,530000,60.50228311
1001120,2012,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,,,,,,0.53,0.053,,555,mmBtu/hr,530000,60.50228311
1001120,2010,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,,,,,,0.45,0.045,,555,mmBtu/hr,450000,51.36986301
1001120,2010,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,,,,,,0.45,0.045,,555,mmBtu/hr,450000,51.36986301
1001120,2013,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,,,,,,0.45,0.045,,555,mmBtu/hr,450000,51.36986301
1001120,2013,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,,,,,,0.45,0.045,,555,mmBtu/hr,450000,51.36986301
1001120,2017,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,464671,mmBtu,,,,0.46,0.047,,555,mmBtu/hr,460000,52.51141553
1001120,2017,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,464671,mmBtu,,,,0.46,0.047,,555,mmBtu/hr,460000,52.51141553
1001120,2018,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,592318,mmBtu,,,,0.59,0.059,,555,mmBtu/hr,590000,67.35159817
1001120,2018,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,592318,mmBtu,,,,0.59,0.059,,555,mmBtu/hr,590000,67.35159817
1001120,2016,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,386532,mmBtu,,,,0.39,0.039,,555,mmBtu/hr,390000,44.52054795
1001120,2016,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,386532,mmBtu,,,,0.39,0.039,,555,mmBtu/hr,390000,44.52054795
1001120,2011,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,,,,,,0.34,0.034,,555,mmBtu/hr,340000,38.81278539
1001120,2011,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,,,,,,0.34,0.034,,555,mmBtu/hr,340000,38.81278539
1001120,2015,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221330,,,366545,mmBtu,,,,0.37,0.037,,555,mmBtu/hr,370000,42.23744292
1001120,2015,ST PAUL COGENERATION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,RAMSEY,27123,221119,,,366545,mmBtu,,,,0.37,0.037,,555,mmBtu/hr,370000,42.23744292
1001143,2012,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT COUNTY,27151,325193,,,,,,,,0.38,0.038,,99,mmBtu/hr,380000,43.37899543
1001143,2012,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT,27151,325193,,,,,,,,0.38,0.038,,99,mmBtu/hr,380000,43.37899543
1001143,2010,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT COUNTY,27151,325193,,,,,,,,0.41,0.041,,99,mmBtu/hr,410000,46.80365297
1001143,2010,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT,27151,325193,,,,,,,,0.41,0.041,,99,mmBtu/hr,410000,46.80365297
1001143,2015,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT COUNTY,27151,325193,,,275001,mmBtu,,,,0.28,0.028,,99,mmBtu/hr,280000,31.96347032
1001143,2015,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT,27151,325193,,,275001,mmBtu,,,,0.28,0.028,,99,mmBtu/hr,280000,31.96347032
1001143,2013,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT COUNTY,27151,325193,,,,,,,,0.35,0.035,,99,mmBtu/hr,350000,39.9543379
1001143,2013,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT,27151,325193,,,,,,,,0.35,0.035,,99,mmBtu/hr,350000,39.9543379
1001143,2011,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT COUNTY,27151,325193,,,,,,,,0.4,0.04,,99,mmBtu/hr,400000,45.66210046
1001143,2011,CHIPPEWA VALLEY ETHANOL COMPANY,Boiler #3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,SWIFT,27151,325193,,,,,,,,0.4,0.04,,99,mmBtu/hr,400000,45.66210046
1001250,2016,MICHIGAN STATE UNIVERSITY,Unit 3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,,,1577952,mmBtu,,,,1.58,0.158,,460,mmBtu/hr,1580000,180.3652968
1001250,2013,MICHIGAN STATE UNIVERSITY,Unit 4,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,,,,,,,,0.04,0,,460,mmBtu/hr,40000,4.566210046
1001250,2015,MICHIGAN STATE UNIVERSITY,Unit 4,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,,,,,,,,0.3,0.03,,460,mmBtu/hr,300000,34.24657534
1001250,2010,MICHIGAN STATE UNIVERSITY,Unit 4,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,,,,,,,,0.07,0.007,,460,mmBtu/hr,70000,7.99086758
1001250,2012,MICHIGAN STATE UNIVERSITY,Unit 4,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,,,,,,,,0.02,0.002,,460,mmBtu/hr,20000,2.283105023
1001250,2011,MICHIGAN STATE UNIVERSITY,Unit 4,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,,,,,,,,0.03,0.002,,460,mmBtu/hr,30000,3.424657534
1001250,2015,MICHIGAN STATE UNIVERSITY,Unit 3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,,,,,,,,1.57,0.157,,460,mmBtu/hr,1570000,179.2237443
1001250,2016,MICHIGAN STATE UNIVERSITY,Unit 4,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,,,888673,mmBtu,,,,0.89,0.089,,460,mmBtu/hr,890000,101.5981735
1001293,2017,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.02,0.002,,996,mmBtu/hr,20000,2.283105023
1001293,2017,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.02,0.002,,996,mmBtu/hr,20000,2.283105023
1001293,2011,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.04,0.004,,996,mmBtu/hr,40000,4.566210046
1001293,2011,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.04,0.004,,996,mmBtu/hr,40000,4.566210046
1001293,2015,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.07,0.007,,996,mmBtu/hr,70000,7.99086758
1001293,2015,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.07,0.007,,996,mmBtu/hr,70000,7.99086758
1001293,2013,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.04,0.004,,996,mmBtu/hr,40000,4.566210046
1001293,2013,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.04,0.004,,996,mmBtu/hr,40000,4.566210046
1001293,2018,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.05,0.005,,996,mmBtu/hr,50000,5.707762557
1001293,2018,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.05,0.005,,996,mmBtu/hr,50000,5.707762557
1001293,2014,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.05,0.005,,996,mmBtu/hr,50000,5.707762557
1001293,2014,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.05,0.005,,996,mmBtu/hr,50000,5.707762557
1001293,2016,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.02,0.002,,996,mmBtu/hr,20000,2.283105023
1001293,2016,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.02,0.002,,996,mmBtu/hr,20000,2.283105023
1001293,2012,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.06,0.006,,996,mmBtu/hr,60000,6.849315068
1001293,2012,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.06,0.006,,996,mmBtu/hr,60000,6.849315068
1001293,2010,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE,19111,311221,,,,,,,,0.1,0.01,,996,mmBtu/hr,100000,11.41552511
1001293,2010,ROQUETTE AMERICA INC,121 CFB Boiler,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,311221,,,,,,,,0.1,0.01,,996,mmBtu/hr,100000,11.41552511
1001535,2011,C. C. Perry K Steam Plant,14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.01,0.001,,403,mmBtu/hr,10000,1.141552511
1001535,2012,C. C. Perry K Steam Plant,11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.05,0.005,,368,mmBtu/hr,50000,5.707762557
1001535,2016,C. C. Perry K Steam Plant,13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,478433,mmBtu,,,,0.48,0.048,,403,mmBtu/hr,480000,54.79452055
1001535,2018,C. C. Perry K Steam Plant,11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,1154196.13,mmBtu,,,,1.15,0.115,,368,mmBtu/hr,1150000,131.2785388
1001535,2014,C. C. Perry K Steam Plant,16,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.08,0.008,,340,mmBtu/hr,80000,9.132420091
1001535,2010,C. C. Perry K Steam Plant,PK11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.06,0.006,,368,mmBtu/hr,60000,6.849315068
1001535,2014,C. C. Perry K Steam Plant,12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,1.34,0.134,,439,mmBtu/hr,1340000,152.9680365
1001535,2017,C. C. Perry K Steam Plant,16,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,77908,mmBtu,,,,0.08,0.008,,340,mmBtu/hr,80000,9.132420091
1001535,2014,C. C. Perry K Steam Plant,14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.61,0.061,,403,mmBtu/hr,610000,69.6347032
1001535,2017,C. C. Perry K Steam Plant,13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,471772,mmBtu,,,,0.47,0.047,,403,mmBtu/hr,470000,53.65296804
1001535,2013,C. C. Perry K Steam Plant,11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.09,0.009,,368,mmBtu/hr,90000,10.2739726
1001535,2010,C. C. Perry K Steam Plant,PK14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.01,0.001,,403,mmBtu/hr,10000,1.141552511
1001535,2014,C. C. Perry K Steam Plant,11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,1.11,0.111,,368,mmBtu/hr,1110000,126.7123288
1001535,2018,C. C. Perry K Steam Plant,14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,367961.96,mmBtu,,,,0.37,0.037,,403,mmBtu/hr,370000,42.23744292
1001535,2016,C. C. Perry K Steam Plant,16,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,87325.02,mmBtu,,,,0.09,0.009,,340,mmBtu/hr,90000,10.2739726
1001535,2013,C. C. Perry K Steam Plant,14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.03,0.003,,403,mmBtu/hr,30000,3.424657534
1001535,2015,C. C. Perry K Steam Plant,16,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,144286.9,mmBtu,,,,0.14,0.014,,340,mmBtu/hr,140000,15.98173516
1001535,2016,C. C. Perry K Steam Plant,14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,571259.3,mmBtu,,,,0.57,0.057,,403,mmBtu/hr,570000,65.06849315
1001535,2015,C. C. Perry K Steam Plant,13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,462818,mmBtu,,,,0.46,0.046,,403,mmBtu/hr,460000,52.51141553
1001535,2018,C. C. Perry K Steam Plant,13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,344406.3,mmBtu,,,,0.34,0.034,,403,mmBtu/hr,340000,38.81278539
1001535,2014,C. C. Perry K Steam Plant,13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.53,0.053,,403,mmBtu/hr,530000,60.50228311
1001535,2015,C. C. Perry K Steam Plant,11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,1179355.76,mmBtu,,,,1.18,0.118,,368,mmBtu/hr,1180000,134.7031963
1001535,2017,C. C. Perry K Steam Plant,14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,444358.59,mmBtu,,,,0.44,0.044,,403,mmBtu/hr,440000,50.2283105
1001535,2017,C. C. Perry K Steam Plant,11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,1212360.43,mmBtu,,,,1.21,0.121,,368,mmBtu/hr,1210000,138.1278539
1001535,2011,C. C. Perry K Steam Plant,11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.05,0.005,,368,mmBtu/hr,50000,5.707762557
1001535,2012,C. C. Perry K Steam Plant,14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,,,,,,0.01,0.001,,403,mmBtu/hr,10000,1.141552511
1001535,2018,C. C. Perry K Steam Plant,16,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,148366.03,mmBtu,,,,0.15,0.015,,340,mmBtu/hr,150000,17.12328767
1001535,2015,C. C. Perry K Steam Plant,14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,690735.17,mmBtu,,,,0.69,0.069,,403,mmBtu/hr,690000,78.76712329
1001535,2016,C. C. Perry K Steam Plant,11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,,,1396041.16,mmBtu,,,,1.4,0.14,,368,mmBtu/hr,1400000,159.8173516
1001541,2012,Edwardsport,Aux Boiler - New Site,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Knox,18083,221112,,,,,,,,0.39,0.039,,300,mmBtu/hr,390000,44.52054795
1001541,2017,Edwardsport,Aux Boiler - New Site,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Knox,18083,221112,,,85187,mmBtu,,,,0.09,0.009,,300,mmBtu/hr,90000,10.2739726
1001541,2014,Edwardsport,Aux Boiler - New Site,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Knox,18083,221112,,,281611,mmBtu,,,,0.28,0.028,,300,mmBtu/hr,280000,31.96347032
1001541,2018,Edwardsport,Aux Boiler - New Site,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Knox,18083,221112,,,77744,mmBtu,,,,0.08,0.008,,300,mmBtu/hr,80000,9.132420091
1001541,2016,Edwardsport,Aux Boiler - New Site,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Knox,18083,221112,,,112434,mmBtu,,,,0.11,0.011,,300,mmBtu/hr,110000,12.55707763
1001541,2013,Edwardsport,Aux Boiler - New Site,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Knox,18083,221112,,,,,,,,0.37,0.037,,300,mmBtu/hr,370000,42.23744292
1001541,2015,Edwardsport,Aux Boiler - New Site,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Knox,18083,221112,,,183367,mmBtu,,,,0.18,0.018,,300,mmBtu/hr,180000,20.54794521
1001564,2013,Muscatine,EU70,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,Muscatine,19139,221112,,,,,,,,0,0,,289,mmBtu/hr,0,0
1001564,2018,Muscatine,EU70,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,Muscatine,19139,221112,,,2946,mmBtu,,,,0,0,,289,mmBtu/hr,0,0
1001564,2011,Muscatine,EU70,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,Muscatine,19139,221112,,,,,,,,0,0,,289,mmBtu/hr,0,0
1001564,2012,Muscatine,EU70,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,Muscatine,19139,221112,,,,,,,,0,0,,289,mmBtu/hr,0,0
1001564,2010,Muscatine,EU70,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,Muscatine,19139,221112,,,,,,,,0,0.11,,289,mmBtu/hr,0,0
1001564,2016,Muscatine,EU70,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,Muscatine,19139,221112,,,4748,mmBtu,,,,0,0.001,,289,mmBtu/hr,0,0
1001564,2014,Muscatine,EU70,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,Muscatine,19139,221112,,,283.5,mmBtu,,,,0,0,,289,mmBtu/hr,0,0
1001564,2015,Muscatine,EU70,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,Muscatine,19139,221112,,,1272,mmBtu,,,,0,0,,289,mmBtu/hr,0,0
1001762,2014,Midwest Recycled & Coated Containerboard  LLC,Boiler B23,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,OUTAGAMIE,55087,322121,,,,,,,,0.01,0.001,,341.3,mmBtu/hr,10000,1.141552511
1001762,2015,Midwest Recycled & Coated Containerboard  LLC,Boiler B23,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,OUTAGAMIE,55087,322121,,,,,,,,0,0,,341.3,mmBtu/hr,0,0
1001762,2017,Midwest Recycled & Coated Containerboard  LLC,Boiler B23,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,OUTAGAMIE,55087,322121,,,,,,,,0,0,,341.3,mmBtu/hr,0,0
1001762,2016,Midwest Recycled & Coated Containerboard  LLC,Boiler B23,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,OUTAGAMIE,55087,322121,,,,,,,,0,0,,341.3,mmBtu/hr,0,0
1001762,2012,Midwest Recycled & Coated Containerboard  LLC,Boiler B23,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,OUTAGAMIE,55087,322121,,,,,,,,0.01,0.001,,341.3,mmBtu/hr,10000,1.141552511
1001762,2013,Midwest Recycled & Coated Containerboard  LLC,Boiler B23,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,OUTAGAMIE,55087,322121,,,,,,,,0,0,,341.3,mmBtu/hr,0,0
1001762,2011,Midwest Recycled & Coated Containerboard  LLC,Boiler B23,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,OUTAGAMIE,55087,322121,,,,,,,,0.01,0.001,,341.3,mmBtu/hr,10000,1.141552511
1001781,2014,INVISTA S.a r.l.,Boiler 3-CEMS,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,VICTORIA COUNTY,48469,325199,,,,,,,,0.65,0.065,,560,mmBtu/hr,650000,74.20091324
1001781,2014,INVISTA S.a r.l.,Boiler 3-CEMS,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,VICTORIA,48469,325199,,,,,,,,0.65,0.065,,560,mmBtu/hr,650000,74.20091324
1001781,2015,INVISTA S.a r.l.,Boiler 3-CEMS,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,VICTORIA COUNTY,48469,325199,,,,,,,,0,0,,560,mmBtu/hr,0,0
1001781,2015,INVISTA S.a r.l.,Boiler 3-CEMS,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,VICTORIA,48469,325199,,,,,,,,0,0,,560,mmBtu/hr,0,0
1001892,2014,Verso Quinnesec  LLC,Waste Fuel Boiler,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,DICKINSON COUNTY,26043,322121,,,,,,,,0.07,0.007,,625.4,mmBtu/hr,70000,7.99086758
1001892,2014,Verso Quinnesec  LLC,Waste Fuel Boiler,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,DICKINSON,26043,322121,,,,,,,,0.07,0.007,,625.4,mmBtu/hr,70000,7.99086758
1001892,2012,Verso Quinnesec  LLC,Waste Fuel Boiler,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,DICKINSON COUNTY,26043,322121,,,,,,,,0.12,0.01,,625.4,mmBtu/hr,120000,13.69863014
