index,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,COUNTY,COUNTY_FIPS,NAICS,TIER_2_METHOD_EQUATION,CO2_COMBUSTION_EMISSIONS,TIER2_CH4_COMBUSTION_EMISSIONS,TIER2_EQ_C2A_FUEL_QTY,TIER2_EQ_C2A_FUEL_QTY_UOM,TIER2_EQ_C2A_HHV,TIER2_EQ_C2A_HHV_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,INPUT_HEAT_CAPACITY_UNIT_OTHER,BOILER_RATIO_B,HIGH_HEAT_VALUE_UOM,ANNUAL_HHV,FUEL_COM,FUEL_UNIT,ENERGY_COM,ENERGY_UNIT,ENERGY_MMBtu_hr
12113,1006148,2016,Onshore Treating Facility,EAL6801,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211130,Tier 2 (Equation C-2a),16882.2,0.32,299134300,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001063641,299134300,scf,318171.5794,MMBtu,36.32095655
12114,1006148,2016,Onshore Treating Facility,EAL6801,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211111,Tier 2 (Equation C-2a),16882.2,0.32,299134300,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001063641,299134300,scf,318171.5794,MMBtu,36.32095655
12115,1006148,2017,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE,1097,211111,Tier 2 (Equation C-2a),15560,0.29,287973817,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001018334,287973817,scf,293253.556,MMBtu,33.47643334
12116,1006148,2017,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211130,Tier 2 (Equation C-2a),15560,0.29,287973817,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001018334,287973817,scf,293253.556,MMBtu,33.47643334
12117,1006148,2017,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211111,Tier 2 (Equation C-2a),15560,0.29,287973817,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001018334,287973817,scf,293253.556,MMBtu,33.47643334
12127,1006148,2018,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE,1097,211111,Tier 2 (Equation C-2a),15704.1,0.3,291284400,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001016084,291284400,scf,295969.312,MMBtu,33.78645114
12128,1006148,2018,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211130,Tier 2 (Equation C-2a),15704.1,0.3,291284400,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001016084,291284400,scf,295969.312,MMBtu,33.78645114
12129,1006148,2018,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211111,Tier 2 (Equation C-2a),15704.1,0.3,291284400,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001016084,291284400,scf,295969.312,MMBtu,33.78645114
12139,1006148,2017,Onshore Treating Facility,EAL6801,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE,1097,211111,Tier 2 (Equation C-2a),14379.4,0.27,263933599,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001026781,263933599,scf,271002.0465,MMBtu,30.93630668
12140,1006148,2017,Onshore Treating Facility,EAL6801,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211130,Tier 2 (Equation C-2a),14379.4,0.27,263933599,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001026781,263933599,scf,271002.0465,MMBtu,30.93630668
12141,1006148,2017,Onshore Treating Facility,EAL6801,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211111,Tier 2 (Equation C-2a),14379.4,0.27,263933599,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001026781,263933599,scf,271002.0465,MMBtu,30.93630668
12151,1006148,2016,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE,1097,211111,Tier 2 (Equation C-2a),17387.1,0.33,315942300,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001037173,315942300,scf,327686.9028,MMBtu,37.40718068
12152,1006148,2016,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211130,Tier 2 (Equation C-2a),17387.1,0.33,315942300,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001037173,315942300,scf,327686.9028,MMBtu,37.40718068
12153,1006148,2016,Onshore Treating Facility,EAL6802,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,211111,Tier 2 (Equation C-2a),17387.1,0.33,315942300,scf/year,,,,,,91.7,mmBtu/hr,,,mmBtu/scf,0.001037173,315942300,scf,327686.9028,MMBtu,37.40718068
12185,1000265,2015,Dynegy Energy Fayette  II LLC,Aux. Blr.,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Fayette,42051,221112,Tier 2 (Equation C-2a),24.9,0,437000,scf/year,,,,,,44.1,mmBtu/hr,,,mmBtu/scf,0.001073259,437000,scf,469.014,MMBtu,0.053540411
12281,1001048,2018,Pawnee,AUX1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Morgan,8087,221112,Tier 2 (Equation C-2a),1064.8,0.02,18368524,scf/year,,,,,,114,mmBtu/hr,,,mmBtu/scf,0.001092563,18368524,scf,20068.77713,MMBtu,2.290956293
12288,1001048,2015,Pawnee,AUX1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Morgan,8087,221112,Tier 2 (Equation C-2a),1989.8,0.04,34986883,scf/year,,,,,,114,mmBtu/hr,,,mmBtu/scf,0.001071855,34986883,scf,37500.86523,MMBtu,4.280920688
12289,1001048,2017,Pawnee,AUX1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Morgan,8087,221112,Tier 2 (Equation C-2a),1772.3,0.03,30414617,scf/year,,,,,,114,mmBtu/hr,,,mmBtu/scf,0.001098186,30414617,scf,33400.91054,MMBtu,3.812889331
12396,1006695,2017,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),15845.1,0.3,280095600,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001066155,280095600,scf,298625.4583,MMBtu,34.08966419
12397,1006695,2017,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),15845.1,0.3,280095600,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001066155,280095600,scf,298625.4583,MMBtu,34.08966419
12398,1006695,2015,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),12931.5,0.24,231025900,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001054924,231025900,scf,243714.8007,MMBtu,27.82132428
12399,1006695,2015,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),12931.5,0.24,231025900,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001054924,231025900,scf,243714.8007,MMBtu,27.82132428
12400,1006695,2018,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),19269.8,0.36,341284879,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001064125,341284879,scf,363169.8214,MMBtu,41.45774217
12401,1006695,2018,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),19269.8,0.36,341284879,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001064125,341284879,scf,363169.8214,MMBtu,41.45774217
12404,1006695,2016,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),19129.3,0.36,336536700,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.00107127,336536700,scf,360521.7006,MMBtu,41.15544527
12405,1006695,2016,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),19129.3,0.36,336536700,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.00107127,336536700,scf,360521.7006,MMBtu,41.15544527
12406,1006695,2018,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),20646.3,0.39,365932455,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001063343,365932455,scf,389111.6324,MMBtu,44.41913612
12407,1006695,2018,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),20646.3,0.39,365932455,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001063343,365932455,scf,389111.6324,MMBtu,44.41913612
12410,1006695,2016,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),12099.6,0.23,213575600,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001067703,213575600,scf,228035.3838,MMBtu,26.03143651
12411,1006695,2016,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),12099.6,0.23,213575600,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001067703,213575600,scf,228035.3838,MMBtu,26.03143651
12412,1006695,2015,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),18982.2,0.36,338579300,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001056618,338579300,scf,357748.9681,MMBtu,40.8389233
12413,1006695,2015,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),18982.2,0.36,338579300,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001056618,338579300,scf,357748.9681,MMBtu,40.8389233
12414,1006695,2017,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),17422,0.33,308625900,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001063892,308625900,scf,328344.5042,MMBtu,37.48224934
12415,1006695,2017,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),17422,0.33,308625900,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001063892,308625900,scf,328344.5042,MMBtu,37.48224934
12430,1006695,2014,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),13198.4,0.25,242350700,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001026381,242350700,scf,248744.0463,MMBtu,28.39543908
12431,1006695,2014,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),13198.4,0.25,242350700,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001026381,242350700,scf,248744.0463,MMBtu,28.39543908
12432,1006695,2017,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),22608.8,0.43,400291800,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001064468,400291800,scf,426097.8205,MMBtu,48.64130371
12433,1006695,2017,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),22608.8,0.43,400291800,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001064468,400291800,scf,426097.8205,MMBtu,48.64130371
12434,1006695,2018,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),13347.8,0.25,236989879,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001061479,236989879,scf,251559.7277,MMBtu,28.71686389
12435,1006695,2018,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),13347.8,0.25,236989879,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001061479,236989879,scf,251559.7277,MMBtu,28.71686389
12436,1006695,2016,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),15219.7,0.29,268349000,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001068903,268349000,scf,286839.0054,MMBtu,32.7441787
12437,1006695,2016,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),15219.7,0.29,268349000,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001068903,268349000,scf,286839.0054,MMBtu,32.7441787
12440,1006695,2015,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),24636.8,0.46,438210700,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.00105958,438210700,scf,464319.4334,MMBtu,53.00450153
12441,1006695,2015,Dearborn Industrial Generation,BL3100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),24636.8,0.46,438210700,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.00105958,438210700,scf,464319.4334,MMBtu,53.00450153
12444,1006695,2014,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),14197.3,0.27,260783400,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001026026,260783400,scf,267570.5562,MMBtu,30.54458404
12445,1006695,2014,Dearborn Industrial Generation,BL1100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),14197.3,0.27,260783400,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001026026,260783400,scf,267570.5562,MMBtu,30.54458404
12448,1006695,2014,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221118,Tier 2 (Equation C-2a),17063.9,0.32,314028800,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001024101,314028800,scf,321597.0586,MMBtu,36.71199299
12449,1006695,2014,Dearborn Industrial Generation,BL2100,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221119,Tier 2 (Equation C-2a),17063.9,0.32,314028800,scf/year,,,,,,763,mmBtu/hr,,,mmBtu/scf,0.001024101,314028800,scf,321597.0586,MMBtu,36.71199299
12521,1001826,2017,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND,26111,325199,Tier 2 (Equation C-2a),336.6,0.01,5885900,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001077656,5885900,scf,6342.9744,MMBtu,0.724083836
12522,1001826,2017,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325320,Tier 2 (Equation C-2a),336.6,0.01,5885900,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001077656,5885900,scf,6342.9744,MMBtu,0.724083836
12523,1001826,2017,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325199,Tier 2 (Equation C-2a),336.6,0.01,5885900,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001077656,5885900,scf,6342.9744,MMBtu,0.724083836
12527,1001826,2018,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND,26111,325199,Tier 2 (Equation C-2a),311.8,0.01,5443130,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001079488,5443130,scf,5875.7943,MMBtu,0.670752774
12528,1001826,2018,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325320,Tier 2 (Equation C-2a),311.8,0.01,5443130,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001079488,5443130,scf,5875.7943,MMBtu,0.670752774
12529,1001826,2018,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325199,Tier 2 (Equation C-2a),311.8,0.01,5443130,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001079488,5443130,scf,5875.7943,MMBtu,0.670752774
12533,1001826,2016,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND,26111,325199,Tier 2 (Equation C-2a),801,0.02,14308000,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001055025,14308000,scf,15095.294,MMBtu,1.723207078
12534,1001826,2016,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325320,Tier 2 (Equation C-2a),801,0.02,14308000,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001055025,14308000,scf,15095.294,MMBtu,1.723207078
12535,1001826,2016,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325199,Tier 2 (Equation C-2a),801,0.02,14308000,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001055025,14308000,scf,15095.294,MMBtu,1.723207078
12536,1001826,2018,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND,26111,325199,Tier 2 (Equation C-2a),266.9,0.01,4664380,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001078603,4664380,scf,5031.0145,MMBtu,0.574316724
12537,1001826,2018,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325320,Tier 2 (Equation C-2a),266.9,0.01,4664380,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001078603,4664380,scf,5031.0145,MMBtu,0.574316724
12538,1001826,2018,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325199,Tier 2 (Equation C-2a),266.9,0.01,4664380,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001078603,4664380,scf,5031.0145,MMBtu,0.574316724
12539,1001826,2016,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND,26111,325199,Tier 2 (Equation C-2a),1296.6,0.02,23151000,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001055505,23151000,scf,24435.994,MMBtu,2.789497032
12540,1001826,2016,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325320,Tier 2 (Equation C-2a),1296.6,0.02,23151000,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001055505,23151000,scf,24435.994,MMBtu,2.789497032
12541,1001826,2016,The Dow Chemical Company,BLR_21 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325199,Tier 2 (Equation C-2a),1296.6,0.02,23151000,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.001055505,23151000,scf,24435.994,MMBtu,2.789497032
12560,1001826,2017,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND,26111,325199,Tier 2 (Equation C-2a),200.6,0,3507800,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.00107788,3507800,scf,3780.9875,MMBtu,0.431619578
12561,1001826,2017,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325320,Tier 2 (Equation C-2a),200.6,0,3507800,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.00107788,3507800,scf,3780.9875,MMBtu,0.431619578
12562,1001826,2017,The Dow Chemical Company,BLR_22 BOILER,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MIDLAND COUNTY,26111,325199,Tier 2 (Equation C-2a),200.6,0,3507800,scf/year,,,,,,357,mmBtu/hr,,,mmBtu/scf,0.00107788,3507800,scf,3780.9875,MMBtu,0.431619578
12687,1001060,2016,Louisa,Aux Boiler 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Louisa,19115,221112,Tier 2 (Equation C-2a),1261.9,0.02,22687000,scf/year,,,,,,97.8,mmBtu/hr,,,mmBtu/scf,0.001048292,22687000,scf,23782.60141,MMBtu,2.714908836
12689,1001060,2015,Louisa,Aux Boiler 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Louisa,19115,221112,Tier 2 (Equation C-2a),2693.4,0.05,48500000,scf/year,,,,,,97.8,mmBtu/hr,,,mmBtu/scf,0.001046626,48500000,scf,50761.38469,MMBtu,5.794678617
12692,1001060,2015,Louisa,Aux Boiler 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Louisa,19115,221112,Tier 2 (Equation C-2a),1513,0.03,27260000,scf/year,,,,,,97.8,mmBtu/hr,,,mmBtu/scf,0.001046028,27260000,scf,28514.72776,MMBtu,3.255105909
12694,1001060,2016,Louisa,Aux Boiler 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Louisa,19115,221112,Tier 2 (Equation C-2a),5049.5,0.1,90747000,scf/year,,,,,,97.8,mmBtu/hr,,,mmBtu/scf,0.001048697,90747000,scf,95166.08875,MMBtu,10.86370876
12757,1000811,2016,Effingham County Power  LLC,AB1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Effingham,13103,221112,Tier 2 (Equation C-2a),181.4,0,3314812,scf/year,,,,,,17,mmBtu/hr,,,mmBtu/scf,0.001031362,3314812,scf,3418.77102,MMBtu,0.390270664
12759,1000811,2015,Effingham County Power  LLC,AB1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Effingham,13103,221112,Tier 2 (Equation C-2a),241.6,0,4434631,scf/year,,,,,,17,mmBtu/hr,,,mmBtu/scf,0.001026886,4434631,scf,4553.859244,MMBtu,0.519846946
12763,1000811,2018,Effingham County Power  LLC,AB1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Effingham,13103,221112,Tier 2 (Equation C-2a),366.3,0.01,6702335,scf/year,,,,,,17,mmBtu/hr,,,mmBtu/scf,0.00103,6702335,scf,6903.40505,MMBtu,0.788059937
12765,1000811,2017,Effingham County Power  LLC,AB1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Effingham,13103,221112,Tier 2 (Equation C-2a),178.3,0,3260789,scf/year,,,,,,17,mmBtu/hr,,,mmBtu/scf,0.001030599,3260789,scf,3360.567334,MMBtu,0.383626408
12774,1000961,2014,DOMTAR PAPER CO LLC HAWESVILLE MILL,BFB Boiler,BFB (Boiler  bubbling fluidized bed),Natural Gas (Weighted U.S. Average),,,HANCOCK COUNTY,21091,322121,Tier 2 (Equation C-2a),38492.6,0.73,721213000,scf/year,,,,,,1050,mmBtu/hr,,,mmBtu/scf,0.001005882,721213000,scf,725454.9679,MMBtu,82.81449405
12776,1000961,2014,DOMTAR PAPER CO LLC HAWESVILLE MILL,BFB Boiler,BFB (Boiler  bubbling fluidized bed),Natural Gas (Weighted U.S. Average),,,HANCOCK,21091,322121,Tier 2 (Equation C-2a),38492.6,0.73,721213000,scf/year,,,,,,1050,mmBtu/hr,,,mmBtu/scf,0.001005882,721213000,scf,725454.9679,MMBtu,82.81449405
12813,1000667,2018,Cleary Flood,8 A/H,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Bristol,25005,221112,Tier 2 (Equation C-2a),1156.5,0.02,21223000,scf/year,,,,,,10.5,mmBtu/hr,,,mmBtu/scf,0.001026965,21223000,scf,21795.27,MMBtu,2.488044521
12817,1000667,2016,Cleary Flood,9 A/H,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Bristol,25005,221112,Tier 2 (Equation C-2a),820,0.02,15048000,scf/year,,,,,,38.3,mmBtu/hr,,,mmBtu/scf,0.001027,15048000,scf,15454.296,MMBtu,1.764189041
12821,1000667,2018,Cleary Flood,9 A/H,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Bristol,25005,221112,Tier 2 (Equation C-2a),792.3,0.01,14532000,scf/year,,,,,,38.3,mmBtu/hr,,,mmBtu/scf,0.001027544,14532000,scf,14932.267,MMBtu,1.704596689
12831,1000667,2015,Cleary Flood,8 A/H,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Bristol,25005,221112,Tier 2 (Equation C-2a),1658.2,0.03,30397000,scf/year,,,,,,10.5,mmBtu/hr,,,mmBtu/scf,0.001028102,30397000,scf,31251.214,MMBtu,3.567490183
12832,1000667,2016,Cleary Flood,8 A/H,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Bristol,25005,221112,Tier 2 (Equation C-2a),428.3,0.01,7856000,scf/year,,,,,,10.5,mmBtu/hr,,,mmBtu/scf,0.001027389,7856000,scf,8071.167,MMBtu,0.921366096
12842,1000690,2017,High Bridge,EU017,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Ramsey,27123,221112,Tier 2 (Equation C-2a),53.7,0,954000,scf/year,,,,,,49,mmBtu/hr,,,mmBtu/scf,0.001060412,954000,scf,1011.633,MMBtu,0.115483219
12843,1000690,2018,High Bridge,EU017,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Ramsey,27123,221112,Tier 2 (Equation C-2a),63.7,0,1126830,scf/year,,,,,,49,mmBtu/hr,,,mmBtu/scf,0.001064752,1126830,scf,1199.79408,MMBtu,0.136962795
