index,FACILITY_ID,FACILITY_NAME,COUNTY_FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,TIER,CO2_COMBUSTION_EMISSIONS,CH4_COMBUSTION_EMISSIONS,FUEL_QUANTITY,FUEL_QUANTITY_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,INPUT_HEAT_CAPACITY_UNIT_OTHER,FUEL_COM,FUEL_UNIT,ENERGY_COM,ENERGY_UNIT,ENERGY_MMBtu_hr
5812,1005935,ARCHER DANIELS MIDLAND COMPANY,31109,LANCASTER COUNTY,311222,2018,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.3,0,,,172,mmBtu/hr,258,,,,29.39309145,gallons,4.05624662,MMBtu,0.000463042
5813,1005935,ARCHER DANIELS MIDLAND COMPANY,31109,LANCASTER COUNTY,311224,2011,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.5,0,,,172,mmBtu/hr,,,,,48.98848575,gallons,6.760411033,MMBtu,0.000771736
5814,1005935,ARCHER DANIELS MIDLAND COMPANY,31109,LANCASTER COUNTY,311222,2011,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.5,0,,,172,mmBtu/hr,,,,,48.98848575,gallons,6.760411033,MMBtu,0.000771736
5840,1002027,St. Paul Park Refining Company  LLC,27163,WASHINGTON COUNTY,324110,2010,GP-01,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),2.6,0,,,165,mmBtu/hr,,,,,254.7401259,gallons,35.15413737,MMBtu,0.004013029
5844,1002027,St. Paul Park Refining Company  LLC,27163,WASHINGTON COUNTY,324110,2014,GP-01,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,165,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
5851,1002027,St. Paul Park Refining Company  LLC,27163,WASHINGTON COUNTY,324110,2015,GP-01,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,165,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
5975,1002154,ADM - MANKATO,27013,BLUE EARTH COUNTY,311225,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.2,0,,,76,mmBtu/hr,,,,,19.5953943,gallons,2.704164413,MMBtu,0.000308695
5983,1004594,CARGILL INC RALEIGH FACILITY,37183,WAKE COUNTY,311222,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,98,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
5988,1004594,CARGILL INC RALEIGH FACILITY,37183,WAKE COUNTY,311222,2015,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,98,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
5990,1004594,CARGILL INC RALEIGH FACILITY,37183,WAKE COUNTY,311222,2012,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,75.3,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6028,1004659,UNIVERSITY OF KENTUCKY,21067,FAYETTE,611310,2017,GP-2,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),9.9,0,,,150,mmBtu/hr,951.2,,,,969.9720178,gallons,133.8561385,MMBtu,0.015280381
6029,1004659,UNIVERSITY OF KENTUCKY,21067,FAYETTE,611310,2014,GP-2,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.6,0,,,150,mmBtu/hr,,,,,156.7631544,gallons,21.63331531,MMBtu,0.002469557
6088,1005255,NORTH COUNTRY ENVIRONMENTAL SERVICES INC,33009,GRAFTON,562212,2015,Diesel_ShopGenerator,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,,,,0.392,mmBtu/hr,,0,gallons,0,MMBtu,0
6206,1007277,PRINGLES MANUFACTURING COMPANY,47113,MADISON,311919,2013,GP-Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),5.6,0,,,183,mmBtu/hr,,,,,548.6710404,gallons,75.71660357,MMBtu,0.008643448
6209,1003416,CONTINENTAL TIRE the AMERICAS  LLC,17081,JEFFERSON,326211,2011,GP-Powerhouse,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,72.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6210,1003416,CONTINENTAL TIRE the AMERICAS  LLC,17081,JEFFERSON COUNTY,326211,2011,GP-Powerhouse,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,72.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6211,1003416,CONTINENTAL TIRE the AMERICAS  LLC,17081,JEFFERSON,326211,2012,GP-Powerhouse,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,72.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6212,1003416,CONTINENTAL TIRE the AMERICAS  LLC,17081,JEFFERSON COUNTY,326211,2012,GP-Powerhouse,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,72.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6480,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN COUNTY,327211,2013,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),3.8,0,,,200,mmBtu/hr,,,,,372.3124917,gallons,51.37912385,MMBtu,0.005865197
6481,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN,327211,2013,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),3.8,0,,,200,mmBtu/hr,,,,,372.3124917,gallons,51.37912385,MMBtu,0.005865197
6484,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN COUNTY,327211,2014,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.1,0,,,200,mmBtu/hr,,,,,9.797697149,gallons,1.352082207,MMBtu,0.000154347
6485,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN,327211,2014,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.1,0,,,200,mmBtu/hr,,,,,9.797697149,gallons,1.352082207,MMBtu,0.000154347
6486,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN COUNTY,327211,2012,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),11,0,,,200,mmBtu/hr,,,,,1077.746686,gallons,148.7290427,MMBtu,0.016978201
6487,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN,327211,2012,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),11,0,,,200,mmBtu/hr,,,,,1077.746686,gallons,148.7290427,MMBtu,0.016978201
6490,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN COUNTY,327211,2010,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),13.7,0,,,200,mmBtu/hr,,,,,1342.284509,gallons,185.2352623,MMBtu,0.021145578
6491,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN,327211,2010,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),13.7,0,,,200,mmBtu/hr,,,,,1342.284509,gallons,185.2352623,MMBtu,0.021145578
6494,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN COUNTY,327211,2011,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),5.4,0,,,200,mmBtu/hr,,,,,529.0756461,gallons,73.01243916,MMBtu,0.008334753
6495,1003459,PILKINGTON NORTH AMERICA INCORPORATED,6077,SAN JOAQUIN,327211,2011,GP-All Units at the Facility,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),5.4,0,,,200,mmBtu/hr,,,,,529.0756461,gallons,73.01243916,MMBtu,0.008334753
6520,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311224,2013,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.4,0,,,90,mmBtu/hr,,,,,137.1677601,gallons,18.92915089,MMBtu,0.002160862
6521,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311222,2013,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.4,0,,,90,mmBtu/hr,,,,,137.1677601,gallons,18.92915089,MMBtu,0.002160862
6522,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311224,2018,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,90,mmBtu/hr,180,,,,0,gallons,0,MMBtu,0
6523,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311222,2018,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,90,mmBtu/hr,180,,,,0,gallons,0,MMBtu,0
6524,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311224,2010,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),2.6,0,,,90,mmBtu/hr,,,,,254.7401259,gallons,35.15413737,MMBtu,0.004013029
6525,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311222,2010,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),2.6,0,,,90,mmBtu/hr,,,,,254.7401259,gallons,35.15413737,MMBtu,0.004013029
6526,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311224,2012,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),5.6,0,,,90,mmBtu/hr,,,,,548.6710404,gallons,75.71660357,MMBtu,0.008643448
6527,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311222,2012,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),5.6,0,,,90,mmBtu/hr,,,,,548.6710404,gallons,75.71660357,MMBtu,0.008643448
6528,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311224,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,90,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6529,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311222,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,90,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6532,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311224,2011,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),3.3,0,,,90,mmBtu/hr,,,,,323.3240059,gallons,44.61871282,MMBtu,0.00509346
6533,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311222,2011,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),3.3,0,,,90,mmBtu/hr,,,,,323.3240059,gallons,44.61871282,MMBtu,0.00509346
6534,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311224,2015,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,90,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6535,1006609,MINNESOTA SOYBEAN PROCESSORS - BREWSTER,27105,NOBLES,311222,2015,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,90,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6554,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2010,GP-3,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.7,0,,,36,mmBtu/hr,,,,,166.5608515,gallons,22.98539751,MMBtu,0.002623904
6555,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2011,GP-3,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.7,0,,,36,mmBtu/hr,,,,,68.58388004,gallons,9.464575446,MMBtu,0.001080431
6558,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2013,GP-3,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.5,0,,,36,mmBtu/hr,,,,,48.98848575,gallons,6.760411033,MMBtu,0.000771736
6559,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2016,GP-3,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),2.5,0,,,36,mmBtu/hr,,,,,244.9424287,gallons,33.80205516,MMBtu,0.003858682
6560,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2018,GP-3,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.1,0,,,36,mmBtu/hr,90,,,,107.7746686,gallons,14.87290427,MMBtu,0.00169782
6566,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2014,GP-3,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1,0,,,36,mmBtu/hr,,,,,97.97697149,gallons,13.52082207,MMBtu,0.001543473
6567,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2015,GP-3,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.2,0,,,36,mmBtu/hr,,,,,117.5723658,gallons,16.22498648,MMBtu,0.001852167
6571,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2010,GP-2,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.4,0,,,21,mmBtu/hr,,,,,137.1677601,gallons,18.92915089,MMBtu,0.002160862
6577,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,48113,DALLAS,334413,2017,GP-3,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),2.3,0,,,36,mmBtu/hr,90,,,,225.3470344,gallons,31.09789075,MMBtu,0.003549988
6602,1006627,Los Angeles Refinery (LAR),6037,LOS ANGELES COUNTY,324110,2016,LARC FCC Torch Oil,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,,,,265,mmBtu/hr,,0,gallons,0,MMBtu,0
6603,1006627,Los Angeles Refinery (LAR),6037,LOS ANGELES,324110,2016,LARC FCC Torch Oil,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,,,,265,mmBtu/hr,,0,gallons,0,MMBtu,0
6683,1010305,Texas Instruments Incorporated,48157,FORT BEND,334413,2015,B2 Generator,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,,,,1.91,mmBtu/hr,,0,gallons,0,MMBtu,0
6818,1006244,PLATFORM HARVEST,,,211120,2014,GP-MISC ICES,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,4.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6819,1006244,PLATFORM HARVEST,,,211111,2014,GP-MISC ICES,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,4.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6820,1006244,PLATFORM HARVEST,,,211120,2013,GP-MISC ICES,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,4.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6821,1006244,PLATFORM HARVEST,,,211111,2013,GP-MISC ICES,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,4.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6822,1006244,PLATFORM HARVEST,,,211120,2017,GP-MISC ICES,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,4.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6823,1006244,PLATFORM HARVEST,,,211111,2017,GP-MISC ICES,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,4.2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
6870,1001771,Patheon Manufacturing Services LLC/ DSM DYNEEMA,37147,PITT,325412,2010,GP- DPI NO. 2 FUEL,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.6,0,,,73,mmBtu/hr,,,,,58.7861829,gallons,8.11249324,MMBtu,0.000926084
6871,1001771,Patheon Manufacturing Services LLC/ DSM DYNEEMA,37147,PITT COUNTY,325412,2010,GP- DPI NO. 2 FUEL,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.6,0,,,73,mmBtu/hr,,,,,58.7861829,gallons,8.11249324,MMBtu,0.000926084
7150,1009887,Cumberland Contura  LLC,42059,GREENE COUNTY,212112,2015,GP-Nitrogen Injection,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,1.6,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7153,1009887,Cumberland Contura  LLC,42059,GREENE COUNTY,212112,2014,GP-Nitrogen Injection,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,1.6,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7161,1000165,Purdue University-Wade Utility,18157,Tippecanoe,611310,2010,GP- Campus,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.4,0,,,17.7,mmBtu/hr,,,,,39.1907886,gallons,5.408328826,MMBtu,0.000617389
7235,1001828,TOYOTA MOTOR MFG IN INC,18051,GIBSON COUNTY,336112,2011,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,41.84,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7236,1001828,TOYOTA MOTOR MFG IN INC,18051,GIBSON COUNTY,336112,2010,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,41.84,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7237,1001828,TOYOTA MOTOR MFG IN INC,18051,GIBSON COUNTY,336112,2014,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.3,0,,,41.84,mmBtu/hr,,,,,127.3700629,gallons,17.57706869,MMBtu,0.002006515
7238,1001828,TOYOTA MOTOR MFG IN INC,18051,GIBSON COUNTY,336112,2013,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),1.3,0,,,41.84,mmBtu/hr,,,,,127.3700629,gallons,17.57706869,MMBtu,0.002006515
7239,1008767,Irving Tissue  Inc. Fort Edward Facility,36115,WASHINGTON COUNTY,322121,2012,GP-00001,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),4.2,0,,,90.7,mmBtu/hr,,,,,411.5032803,gallons,56.78745268,MMBtu,0.006482586
7240,1008767,Irving Tissue  Inc. Fort Edward Facility,36115,WASHINGTON,322121,2012,GP-00001,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),4.2,0,,,90.7,mmBtu/hr,,,,,411.5032803,gallons,56.78745268,MMBtu,0.006482586
7241,1008767,Irving Tissue  Inc. Fort Edward Facility,36115,WASHINGTON COUNTY,322121,2013,GP-00001,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),4.2,0,,,90.7,mmBtu/hr,,,,,411.5032803,gallons,56.78745268,MMBtu,0.006482586
7242,1008767,Irving Tissue  Inc. Fort Edward Facility,36115,WASHINGTON,322121,2013,GP-00001,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),4.2,0,,,90.7,mmBtu/hr,,,,,411.5032803,gallons,56.78745268,MMBtu,0.006482586
7243,1008767,Irving Tissue  Inc. Fort Edward Facility,36115,WASHINGTON COUNTY,322121,2011,GP-00001,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),4.2,0,,,90.7,mmBtu/hr,,,,,411.5032803,gallons,56.78745268,MMBtu,0.006482586
7244,1008767,Irving Tissue  Inc. Fort Edward Facility,36115,WASHINGTON,322121,2011,GP-00001,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),4.2,0,,,90.7,mmBtu/hr,,,,,411.5032803,gallons,56.78745268,MMBtu,0.006482586
7286,1004898,FRITO-LAY  INC. - PERRY PLANT,13153,HOUSTON,311919,2010,GP-2FuelOilUnits,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),5.3,0,,,75,mmBtu/hr,,,,,519.2779489,gallons,71.66035695,MMBtu,0.008180406
7288,1004898,FRITO-LAY  INC. - PERRY PLANT,13153,HOUSTON,311919,2015,GP-2FuelOilUnits,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.2,0,,,75,mmBtu/hr,,,,,19.5953943,gallons,2.704164413,MMBtu,0.000308695
7289,1004898,FRITO-LAY  INC. - PERRY PLANT,13153,HOUSTON,311919,2012,GP-2FuelOilUnits,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,75,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7290,1004898,FRITO-LAY  INC. - PERRY PLANT,13153,HOUSTON,311919,2013,GP-2FuelOilUnits,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,75,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7381,1004226,Michelin North America,45045,GREENVILLE COUNTY,326211,2018,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,100,mmBtu/hr,240.8,,,,0,gallons,0,MMBtu,0
7385,1004226,Michelin North America,45045,GREENVILLE COUNTY,326211,2015,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,100,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7391,1004226,Michelin North America,45045,GREENVILLE COUNTY,326211,2014,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,100,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7412,1006902,UMASS MEDICAL SCHOOL,25027,WORCESTER,611310,2014,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),4.7,0,,,148,mmBtu/hr,,,,,460.491766,gallons,63.54786371,MMBtu,0.007254322
7422,1000833,Dan River,37157,Rockingham,221112,2011,GP-CT Startup Diesels,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.1,0,,,1.8,mmBtu/hr,,,,,9.797697149,gallons,1.352082207,MMBtu,0.000154347
7451,1012548,Arcosa Lightweight - Frazier Park,6111,VENTURA COUNTY,212325,2016,GP-Kiln 3&4 and Propane Units,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.2,0,,,36.1,mmBtu/hr,,,,,19.5953943,gallons,2.704164413,MMBtu,0.000308695
7620,1002900,PADUCAH GASEOUS DIFFUSION PLANT - USEC,21145,MCCRACKEN COUNTY,562910,2016,GP-2 Distillate Fuel Oil No. 2,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,125,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7621,1002900,PADUCAH GASEOUS DIFFUSION PLANT - USEC,21145,MCCRACKEN COUNTY,325188,2016,GP-2 Distillate Fuel Oil No. 2,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,125,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7624,1002900,PADUCAH GASEOUS DIFFUSION PLANT - USEC,21145,MCCRACKEN COUNTY,562910,2017,GP-2 Distillate Fuel Oil No. 2,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,125,mmBtu/hr,304.5,,,,0,gallons,0,MMBtu,0
7625,1002900,PADUCAH GASEOUS DIFFUSION PLANT - USEC,21145,MCCRACKEN COUNTY,325188,2017,GP-2 Distillate Fuel Oil No. 2,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,125,mmBtu/hr,304.5,,,,0,gallons,0,MMBtu,0
7677,1004667,Fort Stewart Hqs 3rd Infantry Division (Mechanized),13179,LIBERTY COUNTY,928110,2013,GP-FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,55.3,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7678,1004667,Fort Stewart Hqs 3rd Infantry Division (Mechanized),13179,LIBERTY,928110,2013,GP-FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,55.3,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
7683,1004667,Fort Stewart Hqs 3rd Infantry Division (Mechanized),13179,LIBERTY COUNTY,928110,2018,GP-FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,55.3,mmBtu/hr,110.6,,,,0,gallons,0,MMBtu,0
7684,1004667,Fort Stewart Hqs 3rd Infantry Division (Mechanized),13179,LIBERTY,928110,2018,GP-FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0,0,,,55.3,mmBtu/hr,110.6,,,,0,gallons,0,MMBtu,0
7691,1004667,Fort Stewart Hqs 3rd Infantry Division (Mechanized),13179,LIBERTY COUNTY,928110,2010,GP-FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,,,Tier 1 (Equation C-1),0.1,0,,,55.3,mmBtu/hr,,,,,9.797697149,gallons,1.352082207,MMBtu,0.000154347
